id_toma,periodo,fecha_emision,fecha_vencimiento,fecha_pago,pagado,consumo_m3,importe_agua,importe_alcantarillado,importe_saneamiento,total_pagar,domiciliado,tipo_tarifa,pago_tardio
TF357DF2C85,2024-11,2024-11-24,2024-12-14,2025-01-07,True,19.0,256.5,25.65,30.78,312.93,False,domestico,True
TC2B54F643A,2024-11,2024-11-27,2024-12-17,2024-12-09,True,11.7,172.55,17.25,20.71,210.51,False,domestico,False
T62A907AFA1,2024-11,2024-11-30,2024-12-20,2024-12-07,True,7.3,121.95,12.2,14.63,148.78,False,domestico,False
T9B926E1A60,2024-11,2024-11-26,2024-12-16,2024-11-27,True,7.4,123.1,12.31,14.77,150.18,False,domestico,False
T95A557D58C,2024-11,2024-11-26,2024-12-16,2024-12-15,True,139.8,3894.8,389.48,467.38,4751.66,False,industrial,False
T4FD73F8DF8,2024-11,2024-11-22,2024-12-12,2024-12-08,True,5.7,103.55,10.36,12.43,126.33,False,domestico,False
TAA9E781779,2024-11,2024-11-25,2024-12-15,2024-11-27,True,14.4,203.6,20.36,24.43,248.39,True,domestico,False
T5AB667FA59,2024-11,2024-11-26,2024-12-16,2024-12-12,True,19.5,262.25,26.23,31.47,319.95,False,domestico,False
T2FB8838715,2024-11,2024-11-25,2024-12-15,2025-01-13,True,22.3,294.45,29.45,35.33,359.23,False,domestico,True
TDC0B728E72,2024-11,2024-11-27,2024-12-17,2024-12-04,True,56.3,1164.7,116.47,139.76,1420.93,True,comercial,False
T500E1E73A5,2024-11,2024-11-25,2024-12-15,2024-11-26,True,11.8,173.7,0.0,20.84,194.54,True,domestico,False
T518D652731,2024-11,2024-11-23,2024-12-13,,True,19.4,261.1,26.11,0.0,287.21,True,domestico,False
T5F78380FF1,2024-11,2024-11-30,2024-12-20,2024-12-13,True,12.0,176.0,17.6,21.12,214.72,False,domestico,False
T2269F4C04A,2024-11,2024-11-23,2024-12-13,2024-11-24,True,49.4,811.0,81.1,97.32,989.42,True,publico,False
T75D0C6EEF9,2024-11,2024-11-27,2024-12-17,2024-12-18,True,142.0,3952.0,395.2,474.24,4821.44,False,industrial,True
T08C84C6180,2024-11,2024-11-24,2024-12-14,2025-01-28,True,17.5,239.25,23.93,28.71,291.88,False,domestico,True
TBE3328794F,2024-11,2024-11-25,2024-12-15,2024-11-25,True,7.6,125.4,12.54,15.05,152.99,False,domestico,False
T7BF732B1D4,2024-11,2024-11-25,2024-12-15,2025-02-09,True,10.3,156.45,15.64,18.77,190.87,False,domestico,True
T680C591820,2024-11,2024-11-30,2024-12-20,2024-12-14,True,5.3,98.95,9.89,0.0,108.84,False,domestico,False
T87B30A11CA,2024-11,2024-11-23,2024-12-13,2024-11-25,True,11.8,173.7,17.37,20.84,211.91,False,domestico,False
T2C69DDD554,2024-11,2024-11-22,2024-12-12,2025-02-14,True,47.4,995.6,0.0,119.47,1115.07,False,comercial,True
TB5DCDB3D2B,2024-11,2024-11-25,2024-12-15,2024-12-05,True,7.2,120.8,12.08,0.0,132.88,False,domestico,False
TF1BF705581,2024-11,2024-11-26,2024-12-16,2024-12-14,True,23.2,304.8,30.48,36.58,371.86,False,domestico,False
T7861C2062B,2024-11,2024-11-28,2024-12-18,2025-02-21,True,29.5,512.5,0.0,61.5,574.0,False,publico,True
T3E7A117328,2024-11,2024-11-27,2024-12-17,2024-12-05,True,13.5,193.25,19.33,0.0,212.57,False,domestico,False
T626DE7D352,2024-11,2024-11-23,2024-12-13,2024-11-29,True,54.1,1122.9,112.29,134.75,1369.94,False,comercial,False
T30CED3EF6B,2024-11,2024-11-26,2024-12-16,2024-11-29,True,17.9,243.85,0.0,29.26,273.11,False,domestico,False
T6F621D315F,2024-11,2024-11-27,2024-12-17,2024-11-27,True,22.6,297.9,29.79,35.75,363.44,False,domestico,False
T5AEAFABEEB,2024-11,2024-11-24,2024-12-14,2024-12-04,True,14.8,208.2,0.0,24.98,233.18,True,domestico,False
T6E1A658692,2024-11,2024-11-26,2024-12-16,2025-01-24,True,17.8,242.7,24.27,29.12,296.09,False,domestico,True
TDFD739AFF7,2024-11,2024-11-25,2024-12-15,2024-12-17,True,14.7,207.05,20.7,24.85,252.6,False,domestico,True
T0E7497BE87,2024-11,2024-11-28,2024-12-18,2024-12-24,True,13.8,196.7,19.67,0.0,216.37,False,domestico,True
T63245D9338,2024-11,2024-11-25,2024-12-15,2024-12-10,True,16.3,225.45,22.55,27.05,275.05,False,domestico,False
T2FC1A9FEB9,2024-11,2024-11-26,2024-12-16,2024-12-12,True,13.9,197.85,19.79,23.74,241.38,True,domestico,False
TE5572E3B77,2024-11,2024-11-25,2024-12-15,2024-11-26,True,7.8,127.7,12.77,0.0,140.47,False,domestico,False
T93AE74FC8C,2024-11,2024-11-26,2024-12-16,2024-12-12,True,17.7,241.55,24.16,28.99,294.69,False,domestico,False
TCE4F3C1854,2024-11,2024-11-29,2024-12-19,2024-12-03,True,28.4,364.6,36.46,43.75,444.81,True,domestico,False
T623FDA0FEC,2024-11,2024-11-27,2024-12-17,2024-12-07,True,41.7,517.55,51.75,62.11,631.41,True,domestico,False
T6FCD9FC327,2024-11,2024-11-25,2024-12-15,2024-12-07,True,5.7,103.55,10.36,12.43,126.33,False,domestico,False
T26D49D2B10,2024-11,2024-11-27,2024-12-17,2024-12-11,True,79.7,954.55,95.46,114.55,1164.55,False,domestico,False
T6B0F45148F,2024-11,2024-11-24,2024-12-14,2024-11-29,True,80.6,1279.0,127.9,153.48,1560.38,True,publico,False
T5DA6DABC22,2024-11,2024-11-26,2024-12-16,2024-11-26,True,16.6,228.9,22.89,27.47,279.26,True,domestico,False
T4C0FAA9237,2024-11,2024-11-25,2024-12-15,2025-01-12,True,21.1,280.65,28.06,33.68,342.39,False,domestico,True
T629B85F6AE,2024-11,2024-11-29,2024-12-19,2025-02-23,True,0.0,38.0,3.8,4.56,46.36,False,domestico,True
TE6221DA147,2024-11,2024-11-22,2024-12-12,2025-01-27,True,10.7,161.05,16.11,19.33,196.48,False,domestico,True
T7092CB932F,2024-11,2024-11-27,2024-12-17,2024-11-28,True,17.3,236.95,23.7,0.0,260.65,False,domestico,False
T38F3AD60D6,2024-11,2024-11-26,2024-12-16,2025-02-12,True,15.6,217.4,21.74,0.0,239.14,False,domestico,True
T051D6304AA,2024-11,2024-11-24,2024-12-14,2025-01-16,True,14.9,209.35,20.94,25.12,255.41,False,domestico,True
T1677509027,2024-11,2024-11-27,2024-12-17,2024-12-02,True,12.1,177.15,17.71,21.26,216.12,False,domestico,False
TCE43CAAFDD,2024-11,2024-11-25,2024-12-15,2024-12-03,True,12.3,179.45,17.95,21.53,218.93,True,domestico,False
TD6051C60DD,2024-11,2024-11-28,2024-12-18,2024-12-13,True,33.5,731.5,73.15,87.78,892.43,False,comercial,False
TD81C7B0AC7,2024-11,2024-11-24,2024-12-14,2024-12-07,True,12.7,184.05,18.4,22.09,224.54,True,domestico,False
TEB9B6A4FBC,2024-11,2024-11-25,2024-12-15,2025-02-10,True,0.0,38.0,3.8,4.56,46.36,False,domestico,True
T8E67D26322,2024-11,2024-11-24,2024-12-14,2024-12-04,True,16.1,223.15,22.32,0.0,245.47,False,domestico,False
T0E8259349E,2024-11,2024-11-24,2024-12-14,2024-11-27,True,19.1,257.65,25.77,30.92,314.33,False,domestico,False
TEC586A8374,2024-11,2024-11-29,2024-12-19,2024-12-06,True,12.5,181.75,18.18,21.81,221.74,False,domestico,False
T1E40F3A239,2024-11,2024-11-24,2024-12-14,2025-02-17,True,12.2,178.3,17.83,21.4,217.53,False,domestico,True
T716C530DED,2024-11,2024-11-25,2024-12-15,2024-12-09,True,17.8,242.7,24.27,29.12,296.09,False,domestico,False
T7562476AEF,2024-11,2024-11-26,2024-12-16,2024-12-14,True,21.0,494.0,49.4,59.28,602.68,False,comercial,False
TB460453C4D,2024-11,2024-11-25,2024-12-15,2024-11-28,True,17.0,233.5,23.35,28.02,284.87,False,domestico,False
T4A69C0BA6F,2024-11,2024-11-26,2024-12-16,2025-01-19,True,17.5,239.25,23.93,28.71,291.88,False,domestico,True
TB3006B8F03,2024-11,2024-11-24,2024-12-14,2024-12-09,True,15.2,212.8,21.28,0.0,234.08,False,domestico,False
TED3E393477,2024-11,2024-11-25,2024-12-15,2025-02-13,True,18.4,249.6,0.0,0.0,249.6,False,domestico,True
TA014F1FF15,2024-11,2024-11-26,2024-12-16,2025-01-24,True,18.0,245.0,0.0,29.4,274.4,False,domestico,True
T08D24C843D,2024-11,2024-11-23,2024-12-13,2024-12-07,True,22.3,294.45,29.45,35.33,359.23,False,domestico,False
T328C38D103,2024-11,2024-11-26,2024-12-16,2025-02-05,True,18.2,247.3,24.73,0.0,272.03,False,domestico,True
T5D52776F44,2024-11,2024-11-29,2024-12-19,2025-01-28,True,7.3,121.95,12.2,14.63,148.78,False,domestico,True
T350C7F0CAD,2024-11,2024-11-30,2024-12-20,2024-12-03,True,12.9,186.35,18.64,22.36,227.35,True,domestico,False
TE4BF83F9A5,2024-11,2024-11-25,2024-12-15,2024-12-12,True,22.7,299.05,29.91,35.89,364.84,True,domestico,False
T363192FB18,2024-11,2024-11-25,2024-12-15,2025-02-11,True,20.3,271.45,27.15,32.57,331.17,False,domestico,True
TE7D390D6E1,2024-11,2024-11-25,2024-12-15,2024-12-13,True,23.2,304.8,0.0,36.58,341.38,False,domestico,False
TEAED0D702E,2024-11,2024-11-24,2024-12-14,2024-12-09,True,12.4,180.6,18.06,21.67,220.33,True,domestico,False
T76D2631BBE,2024-11,2024-11-25,2024-12-15,2024-12-10,True,16.5,227.75,22.78,27.33,277.86,False,domestico,False
T41D9DAD65E,2024-11,2024-11-27,2024-12-17,2024-12-09,True,7.5,124.25,12.43,0.0,136.68,True,domestico,False
T4FB688BCF2,2024-11,2024-11-27,2024-12-17,2024-12-10,True,13.1,188.65,18.87,22.64,230.15,False,domestico,False
T49C247A691,2024-11,2024-11-29,2024-12-19,2025-01-02,True,17.8,242.7,0.0,29.12,271.82,False,domestico,True
TAD97E4B580,2024-11,2024-11-29,2024-12-19,2024-12-04,True,14.5,204.75,20.48,24.57,249.79,False,domestico,False
TA6D3C701E5,2024-11,2024-11-27,2024-12-17,2024-12-02,True,15.8,219.7,21.97,26.36,268.03,False,domestico,False
T1629374829,2024-11,2024-11-29,2024-12-19,2024-12-19,True,33.6,733.4,73.34,88.01,894.75,True,comercial,False
TE380DFCDD5,2024-11,2024-11-26,2024-12-16,2024-12-06,True,11.2,166.8,16.68,20.02,203.5,True,domestico,False
TC71E645A97,2024-11,2024-11-22,2024-12-12,2025-02-06,True,17.4,238.1,23.81,28.57,290.48,False,domestico,True
T3B2D063348,2024-11,2024-11-30,2024-12-20,2024-12-13,True,6.4,111.6,11.16,13.39,136.15,False,domestico,False
T6B0703F297,2024-11,2024-11-26,2024-12-16,2024-11-30,True,11.7,172.55,17.25,20.71,210.51,True,domestico,False
T2442BBD224,2024-11,2024-11-26,2024-12-16,2024-12-15,True,13.3,190.95,19.1,0.0,210.05,False,domestico,False
T94AEE9D59A,2024-11,2024-11-23,2024-12-13,2024-12-02,True,7.0,118.5,0.0,14.22,132.72,False,domestico,False
TC36C8FB548,2024-11,2024-11-25,2024-12-15,2025-02-16,True,8.4,134.6,13.46,16.15,164.21,False,domestico,True
TEA6C60108F,2024-11,2024-11-24,2024-12-14,2024-11-28,True,0.0,95.0,9.5,11.4,115.9,False,comercial,False
T5D0DA4A5A3,2024-11,2024-11-28,2024-12-18,2024-12-06,True,13.4,192.1,19.21,23.05,234.36,False,domestico,False
TCE2F3968A5,2024-11,2024-11-24,2024-12-14,2024-12-01,True,16.1,223.15,22.32,26.78,272.24,False,domestico,False
T3290CE40ED,2024-11,2024-11-27,2024-12-17,2024-12-05,True,25.4,330.1,33.01,39.61,402.72,False,domestico,False
TFF800A383C,2024-11,2024-11-26,2024-12-16,2025-02-25,True,10.4,157.6,15.76,18.91,192.27,True,domestico,True
T43D369AD4F,2024-11,2024-11-28,2024-12-18,2024-12-11,True,10.9,163.35,16.34,19.6,199.29,False,domestico,False
T2558B25F4A,2024-11,2024-11-26,2024-12-16,2024-12-16,True,14.6,205.9,20.59,0.0,226.49,False,domestico,False
TF2D53B5266,2024-11,2024-11-26,2024-12-16,2024-12-13,True,11.8,173.7,17.37,20.84,211.91,False,domestico,False
T46E626FB09,2024-11,2024-11-28,2024-12-18,2025-01-06,True,18.7,253.05,25.3,30.37,308.72,False,domestico,True
T7E0A59EC74,2024-11,2024-11-27,2024-12-17,2024-12-09,True,6.5,112.75,11.28,13.53,137.56,False,domestico,False
TDB77C6E5BA,2024-11,2024-11-24,2024-12-14,2025-02-08,True,12.7,184.05,18.4,22.09,224.54,False,domestico,True
TB2420A8657,2024-11,2024-11-25,2024-12-15,2024-12-13,True,11.3,167.95,16.8,20.15,204.9,True,domestico,False
TB1246EBDB6,2024-11,2024-11-24,2024-12-14,2024-12-07,True,0.0,38.0,3.8,4.56,46.36,False,domestico,False
T8C8BD1D187,2024-11,2024-11-26,2024-12-16,2024-12-16,True,79.7,954.55,95.46,114.55,1164.55,False,domestico,False
T9A87FD75BB,2024-11,2024-11-22,2024-12-12,2024-11-22,True,14.3,202.45,0.0,24.29,226.74,False,domestico,False
T7220DB253B,2024-11,2024-11-29,2024-12-19,2024-12-06,True,16.8,231.2,23.12,27.74,282.06,False,domestico,False
T024582A041,2024-11,2024-11-25,2024-12-15,2024-11-26,True,34.0,741.0,74.1,88.92,904.02,False,comercial,False
TA3D7EB0EB6,2024-11,2024-11-28,2024-12-18,2024-11-29,True,2.5,142.5,14.25,17.1,173.85,True,comercial,False
T980F08905D,2024-11,2024-11-26,2024-12-16,2024-11-28,True,7.4,123.1,12.31,14.77,150.18,False,domestico,False
T0070991C4A,2024-11,2024-11-28,2024-12-18,2025-02-02,True,12.4,180.6,18.06,21.67,220.33,False,domestico,True
TE62F9D24A2,2024-11,2024-11-23,2024-12-13,2024-12-04,True,0.0,38.0,3.8,0.0,41.8,False,domestico,False
T660F58D22C,2024-11,2024-11-27,2024-12-17,2025-02-05,True,17.0,418.0,41.8,50.16,509.96,False,comercial,True
TC9C59FD3C0,2024-11,2024-11-23,2024-12-13,2024-12-05,True,15.2,212.8,21.28,0.0,234.08,False,domestico,False
TC85BCF4679,2024-11,2024-11-28,2024-12-18,2024-12-15,True,15.5,216.25,21.62,25.95,263.82,False,domestico,False
T711A4FB3DC,2024-11,2024-11-25,2024-12-15,2024-12-07,True,8.3,133.45,13.34,16.01,162.81,False,domestico,False
TDA01857472,2024-11,2024-11-29,2024-12-19,2024-12-04,True,4.5,89.75,8.97,10.77,109.49,False,domestico,False
T593C7D2F36,2024-11,2024-11-29,2024-12-19,2024-11-29,True,8.2,132.3,13.23,15.88,161.41,False,domestico,False
TAD1B3ECAF6,2024-11,2024-11-24,2024-12-14,2024-12-13,True,15.3,213.95,21.4,25.67,261.02,False,domestico,False
T62DB418771,2024-12,2024-12-28,2025-01-17,2025-01-08,True,23.4,421.0,42.1,50.52,513.62,False,publico,False
T516D296A99,2024-12,2024-12-27,2025-01-16,2024-12-28,True,9.7,149.55,14.96,17.95,182.45,False,domestico,False
TF6199DECCB,2024-12,2024-12-25,2025-01-14,2024-12-28,True,38.0,817.0,81.7,98.04,996.74,True,comercial,False
TBFDD3649BD,2024-12,2024-12-30,2025-01-19,2025-01-17,True,14.8,208.2,20.82,24.98,254.0,True,domestico,False
T1A8F7C05C9,2024-12,2024-12-25,2025-01-14,2025-02-20,True,7.6,125.4,12.54,0.0,137.94,False,domestico,True
T6B4FC6C7C6,2024-12,2024-12-29,2025-01-18,2025-01-12,True,22.6,409.0,40.9,49.08,498.98,False,publico,False
T6EE7490E19,2024-12,2024-12-27,2025-01-16,2025-03-01,True,13.9,197.85,19.79,23.74,241.38,False,domestico,True
T771EC6B537,2024-12,2024-12-30,2025-01-19,2025-03-13,True,0.0,38.0,3.8,4.56,46.36,False,domestico,True
TA87CD37475,2024-12,2024-12-25,2025-01-14,2025-01-08,True,23.5,308.25,30.83,36.99,376.06,False,domestico,False
T00048F12E2,2024-12,2024-12-24,2025-01-13,2024-12-28,True,9.5,147.25,14.73,17.67,179.64,False,domestico,False
TDE3B85E449,2024-12,2024-12-26,2025-01-15,2024-12-28,True,17.4,238.1,23.81,28.57,290.48,False,domestico,False
TDFD5EF1E2B,2024-12,2024-12-24,2025-01-13,2025-01-06,True,16.5,227.75,22.78,27.33,277.86,False,domestico,False
T6BE1C12D07,2024-12,2024-12-28,2025-01-17,2025-02-05,True,104.4,2974.4,297.44,356.93,3628.77,False,industrial,True
TE17C7596F7,2024-12,2024-12-26,2025-01-15,2025-01-06,True,0.0,38.0,3.8,4.56,46.36,False,domestico,False
TF0590D064A,2024-12,2024-12-28,2025-01-17,2025-03-25,True,13.9,197.85,19.79,23.74,241.38,False,domestico,True
T0201C8273D,2024-12,2024-12-29,2025-01-18,2025-01-17,True,10.0,153.0,0.0,18.36,171.36,False,domestico,False
T416D725964,2024-12,2024-12-22,2025-01-11,2025-01-19,True,0.0,38.0,3.8,4.56,46.36,False,domestico,True
T592985E849,2024-12,2024-12-22,2025-01-11,2025-01-04,True,23.7,310.55,31.06,37.27,378.87,False,domestico,False
T8CFD079CB6,2024-12,2024-12-25,2025-01-14,2025-01-06,True,17.0,233.5,23.35,28.02,284.87,False,domestico,False
TD10A6EDCA0,2024-12,2024-12-26,2025-01-15,2025-01-10,True,23.9,549.1,54.91,65.89,669.9,False,comercial,False
T0CE7987E4B,2024-12,2024-12-25,2025-01-14,2025-01-03,True,74.6,1512.4,151.24,181.49,1845.13,False,comercial,False
T0F12629295,2024-12,2024-12-27,2025-01-16,2025-01-04,True,3.0,72.5,7.25,8.7,88.45,False,domestico,False
T7833B36159,2024-12,2024-12-27,2025-01-16,2025-01-16,True,16.2,224.3,22.43,26.92,273.65,True,domestico,False
T997FF51E88,2024-12,2024-12-27,2025-01-16,2025-01-14,True,10.4,157.6,15.76,0.0,173.36,True,domestico,False
TB0AFAFC426,2024-12,2024-12-25,2025-01-14,2024-12-25,True,50.5,827.5,82.75,99.3,1009.55,False,publico,False
T4B2228F178,2024-12,2024-12-29,2025-01-18,2025-01-12,True,18.8,254.2,25.42,30.5,310.12,True,domestico,False
T5D1D63651A,2024-12,2024-12-28,2025-01-17,2025-03-23,True,20.6,274.9,27.49,32.99,335.38,False,domestico,True
T005A9CE174,2024-12,2024-12-25,2025-01-14,2024-12-29,True,8.9,140.35,14.04,16.84,171.23,True,domestico,False
T0E572DDC2C,2024-12,2024-12-25,2025-01-14,2025-02-07,True,9.3,144.95,0.0,17.39,162.34,False,domestico,True
T6B4C3EB33E,2024-12,2024-12-25,2025-01-14,2025-03-22,True,4.4,88.6,8.86,10.63,108.09,False,domestico,True
T98621FD0F2,2024-12,2024-12-25,2025-01-14,2024-12-30,True,105.3,2997.8,299.78,359.74,3657.32,False,industrial,False
TCED7759D69,2024-12,2024-12-30,2025-01-19,2025-01-06,True,23.3,305.95,0.0,36.71,342.66,False,domestico,False
T148BA00559,2024-12,2024-12-24,2025-01-13,2024-12-25,True,19.8,265.7,26.57,31.88,324.15,False,domestico,False
T8EF8382AF5,2024-12,2024-12-22,2025-01-11,2025-02-13,True,12.3,179.45,17.95,21.53,218.93,False,domestico,True
T294140BCEC,2024-12,2024-12-29,2025-01-18,2025-01-02,True,23.5,541.5,54.15,64.98,660.63,False,comercial,False
T2B4ECE5F7A,2024-12,2024-12-29,2025-01-18,2025-01-10,True,15.8,219.7,21.97,0.0,241.67,False,domestico,False
TFCDB644B38,2024-12,2024-12-25,2025-01-14,2025-01-08,True,25.4,330.1,33.01,39.61,402.72,True,domestico,False
TF46C85CB55,2024-12,2024-12-28,2025-01-17,2025-01-13,True,5.9,105.85,10.59,12.7,129.14,True,domestico,False
T635E7348B0,2024-12,2024-12-27,2025-01-16,2025-01-16,True,19.8,265.7,26.57,31.88,324.15,False,domestico,False
TD950C1321E,2024-12,2024-12-28,2025-01-17,2025-01-09,True,13.3,190.95,19.1,22.91,232.96,False,domestico,False
T79F7CA1313,2024-12,2024-12-24,2025-01-13,2024-12-29,True,6.2,109.3,10.93,0.0,120.23,False,domestico,False
T1890D0D69D,2024-12,2024-12-24,2025-01-13,2025-01-02,True,14.2,201.3,20.13,24.16,245.59,False,domestico,False
T92ED6C6BBC,2024-12,2024-12-29,2025-01-18,2025-01-02,True,8.5,135.75,13.58,16.29,165.61,False,domestico,False
T1A234D637E,2024-12,2024-12-28,2025-01-17,2025-02-02,True,16.3,225.45,22.55,0.0,248.0,False,domestico,True
T0FA07C2AE6,2024-12,2024-12-29,2025-01-18,2025-01-03,True,0.0,38.0,3.8,0.0,41.8,False,domestico,False
T85D9327E38,2024-12,2024-12-27,2025-01-16,2025-01-14,True,11.8,173.7,17.37,20.84,211.91,False,domestico,False
T9B2220E701,2024-12,2024-12-29,2025-01-18,2024-12-30,True,23.4,307.1,30.71,36.85,374.66,True,domestico,False
T75AE25B236,2024-12,2024-12-29,2025-01-18,2025-01-04,True,14.2,201.3,20.13,24.16,245.59,False,domestico,False
T85C4B9E9BD,2024-12,2024-12-24,2025-01-13,2025-03-09,True,7.1,119.65,11.96,14.36,145.97,False,domestico,True
TAAC46C752C,2024-12,2024-12-27,2025-01-16,2025-01-05,True,5.9,207.1,20.71,0.0,227.81,False,comercial,False
TB5ABA37301,2024-12,2024-12-25,2025-01-14,2025-02-21,True,17.8,242.7,24.27,29.12,296.09,False,domestico,True
TDB1931905E,2024-12,2024-12-25,2025-01-14,2025-02-04,True,14.6,205.9,20.59,24.71,251.2,False,domestico,True
T8A79BCF725,2024-12,2024-12-26,2025-01-15,2025-03-19,True,6.4,111.6,11.16,13.39,136.15,True,domestico,True
T1383BC162C,2024-12,2024-12-25,2025-01-14,,True,15.6,217.4,21.74,26.09,265.23,False,domestico,False
TE3F34F661C,2024-12,2024-12-28,2025-01-17,2025-01-03,True,0.0,95.0,9.5,11.4,115.9,False,comercial,False
T945DF5CC73,2024-12,2024-12-29,2025-01-18,2025-01-10,True,0.0,38.0,3.8,4.56,46.36,False,domestico,False
T89289351AD,2024-12,2024-12-25,2025-01-14,2025-01-01,True,12.0,176.0,0.0,21.12,197.12,True,domestico,False
T3C6A8E589D,2024-12,2024-12-29,2025-01-18,2025-01-16,True,21.6,505.4,50.54,60.65,616.59,False,comercial,False
T9EDB41553F,2024-12,2024-12-23,2025-01-12,2025-01-13,True,7.3,121.95,12.2,14.63,148.78,False,domestico,True
T39FECD2D40,2024-12,2024-12-28,2025-01-17,2025-01-05,True,19.5,262.25,26.23,31.47,319.95,False,domestico,False
T393F331539,2024-12,2024-12-25,2025-01-14,2025-02-22,True,10.5,158.75,15.88,19.05,193.68,False,domestico,True
T44E572D176,2024-12,2024-12-26,2025-01-15,2025-02-13,True,18.5,250.75,25.08,30.09,305.91,False,domestico,True
T6A0C9518A5,2024-12,2024-12-27,2025-01-16,2024-12-27,True,12.9,186.35,18.64,22.36,227.35,False,domestico,False
T6F6C091F32,2024-12,2024-12-26,2025-01-15,2024-12-31,True,13.2,189.8,18.98,22.78,231.56,False,domestico,False
T0A7DFC3903,2024-12,2024-12-26,2025-01-15,2025-01-15,True,19.6,263.4,26.34,31.61,321.35,False,domestico,False
T4CA807AAAE,2024-12,2024-12-30,2025-01-19,2025-03-09,True,42.1,894.9,89.49,107.39,1091.78,False,comercial,True
T292B036CC6,2024-12,2024-12-26,2025-01-15,2025-01-15,True,14.1,200.15,20.02,24.02,244.18,True,domestico,False
TF252236170,2024-12,2024-12-29,2025-01-18,2025-01-14,True,14.3,202.45,20.25,24.29,246.99,False,domestico,False
T47A88C447A,2024-12,2024-12-24,2025-01-13,2024-12-28,True,8.5,135.75,13.58,16.29,165.61,False,domestico,False
T29274E7656,2024-12,2024-12-26,2025-01-15,2025-01-10,True,17.8,242.7,24.27,29.12,296.09,True,domestico,False
TF94B3B4CEA,2024-12,2024-12-24,2025-01-13,,True,15.4,215.1,21.51,25.81,262.42,False,domestico,True
TD79C86593F,2024-12,2024-12-29,2025-01-18,2024-12-30,True,24.6,320.9,32.09,38.51,391.5,False,domestico,False
T042B2178D1,2024-12,2024-12-23,2025-01-12,2025-01-01,True,22.6,297.9,29.79,35.75,363.44,False,domestico,False
TE9E2B18053,2024-12,2024-12-24,2025-01-13,2025-01-03,True,64.3,1316.7,131.67,158.0,1606.37,False,comercial,False
T80D9A080BE,2024-12,2024-12-24,2025-01-13,2025-01-28,True,52.5,1092.5,109.25,131.1,1332.85,False,comercial,True
T580C1D0E5A,2024-12,2024-12-30,2025-01-19,,True,44.3,936.7,93.67,112.4,1142.77,False,comercial,False
T262047037E,2024-12,2024-12-26,2025-01-15,2025-01-02,True,11.7,172.55,0.0,20.71,193.26,False,domestico,False
T997FBB56CB,2024-12,2024-12-25,2025-01-14,2025-03-16,True,13.7,195.55,19.55,23.47,238.57,False,domestico,True
T488907BADA,2024-12,2024-12-28,2025-01-17,2025-03-15,True,30.0,383.0,38.3,45.96,467.26,False,domestico,True
T959B664297,2024-12,2024-12-23,2025-01-12,2025-01-03,True,13.7,195.55,19.55,23.47,238.57,False,domestico,False
TCE4FA87780,2024-12,2024-12-29,2025-01-18,2025-01-01,True,0.0,38.0,3.8,4.56,46.36,False,domestico,False
T6A6F416B64,2024-12,2024-12-28,2025-01-17,2024-12-29,True,11.8,173.7,17.37,20.84,211.91,False,domestico,False
T5C22EC11B8,2024-12,2024-12-25,2025-01-14,2025-02-02,True,50.3,1050.7,105.07,0.0,1155.77,True,comercial,True
T132EB7CE2B,2024-12,2024-12-24,2025-01-13,2025-01-08,True,11.8,173.7,17.37,20.84,211.91,False,domestico,False
T011F73020E,2024-12,2024-12-28,2025-01-17,2025-01-02,True,14.9,209.35,20.94,25.12,255.41,False,domestico,False
T0197678D11,2024-12,2024-12-28,2025-01-17,2024-12-31,True,46.4,976.6,97.66,117.19,1191.45,False,comercial,False
TBA58CFEBC6,2024-12,2024-12-26,2025-01-15,2024-12-28,True,21.9,511.1,51.11,61.33,623.54,False,comercial,False
T78A401EEAD,2024-12,2024-12-27,2025-01-16,2025-01-10,True,0.0,38.0,3.8,0.0,41.8,False,domestico,False
TE33F90B286,2024-12,2024-12-28,2025-01-17,2025-01-14,True,19.6,263.4,26.34,31.61,321.35,True,domestico,False
T761C9E26E6,2024-12,2024-12-30,2025-01-19,2025-01-24,True,17.0,233.5,23.35,28.02,284.87,False,domestico,True
T65187CE62C,2024-12,2024-12-29,2025-01-18,2025-04-01,True,46.3,764.5,76.45,91.74,932.69,False,publico,True
T6DD4962896,2024-12,2024-12-30,2025-01-19,2025-01-14,True,14.4,203.6,20.36,24.43,248.39,False,domestico,False
T57E5EAB9B8,2024-12,2024-12-27,2025-01-16,2025-01-16,True,10.2,155.3,15.53,0.0,170.83,False,domestico,False
T0D1C506545,2024-12,2024-12-28,2025-01-17,2025-01-16,True,0.0,38.0,3.8,4.56,46.36,True,domestico,False
T16385BC409,2024-12,2024-12-25,2025-01-14,2024-12-29,True,11.1,165.65,16.56,0.0,182.21,False,domestico,False
T703E749B16,2024-12,2024-12-24,2025-01-13,2024-12-24,True,14.4,203.6,20.36,24.43,248.39,False,domestico,False
TE03815B898,2024-12,2024-12-30,2025-01-19,2025-01-07,True,22.7,299.05,29.91,0.0,328.96,False,domestico,False
T5EDC8CD764,2024-12,2024-12-24,2025-01-13,2024-12-30,True,0.0,38.0,3.8,0.0,41.8,False,domestico,False
T8A0E42EA46,2024-12,2024-12-24,2025-01-13,2025-01-07,True,12.3,179.45,17.95,0.0,197.4,True,domestico,False
T58E4665FE8,2024-12,2024-12-29,2025-01-18,2024-12-30,True,23.0,302.5,30.25,36.3,369.05,False,domestico,False
