id_toma,periodo,fecha_lectura,lectura_inicial,lectura_final,consumo_m3,medidor_mudo,tiene_fuga
T017F5CC857,2024-10,2024-10-22,1348.5,1365.8,17.3,False,False
T5740214D00,2024-10,2024-10-25,445.4,452.4,7.0,False,False
TA54FDBC969,2024-10,2024-10-24,707.7,747.7,40.0,False,False
T79348D1D8C,2024-10,2024-10-23,445.2,489.7,44.5,False,False
T0C38B9638D,2024-10,2024-10-22,872.6,894.0,21.4,False,False
TF8CD7DEDDA,2024-10,2024-10-25,710.1,728.4,18.3,False,False
TD4AA44C620,2024-10,2024-10-24,683.2,683.2,0.0,True,False
TBA22021045,2024-10,2024-10-24,508.7,555.1,46.4,False,False
TAE4991C39A,2024-10,2024-10-20,1460.4,1475.3,14.9,False,False
T926427EC22,2024-10,2024-10-21,642.5,653.5,11.0,False,False
T03F3726F54,2024-10,2024-10-22,963.0,963.0,0.0,True,False
T9C5C1B51E6,2024-10,2024-10-23,221.2,242.6,21.4,False,False
TAB67F85714,2024-10,2024-10-24,1561.0,1576.3,15.3,False,False
T021E4A2B45,2024-10,2024-10-25,555.3,567.4,12.1,False,False
T9C284C6EDE,2024-10,2024-10-21,1463.4,1480.9,17.5,False,False
TE5AE06739E,2024-10,2024-10-25,198.2,198.2,0.0,True,False
T01F422D988,2024-10,2024-10-22,1542.7,1550.3,7.6,False,False
T812E69DF24,2024-10,2024-10-25,728.8,779.7,50.9,False,False
T1753290875,2024-10,2024-10-22,1399.5,1413.7,14.2,False,False
T6453265506,2024-10,2024-10-23,1730.8,1845.7,114.9,False,False
T3DCE54CBCD,2024-10,2024-10-23,240.4,240.4,0.0,True,False
T25A59C1230,2024-10,2024-10-22,179.4,199.3,19.9,False,False
T7149DBE7E7,2024-10,2024-10-22,904.3,935.4,31.1,False,False
T17B01CE93D,2024-10,2024-10-20,1344.3,1357.6,13.3,False,False
T2A7B7C0706,2024-10,2024-10-24,1306.2,1322.3,16.1,False,False
TA2A12750E0,2024-10,2024-10-22,464.0,474.3,10.3,False,False
TCDF5CCF9D1,2024-10,2024-10-20,1574.4,1588.7,14.3,False,False
T136877D852,2024-10,2024-10-22,1002.9,,,False,False
TD93E7F3525,2024-10,2024-10-25,1199.9,1205.1,5.2,False,False
T9E698DAD97,2024-10,2024-10-24,304.0,317.3,13.3,False,False
TA7CD008CD2,2024-10,2024-10-24,1288.3,1307.2,18.9,False,False
TB5E2F0D295,2024-10,2024-10-23,863.4,871.6,8.2,False,False
T886651EB56,2024-10,2024-10-25,1569.0,1591.8,22.8,False,False
T726E26C014,2024-10,2024-10-24,475.3,481.7,6.4,False,False
T47801013F9,2024-10,2024-10-21,196.4,210.7,14.3,False,False
T7B44E5C01C,2024-10,2024-10-23,1102.4,1106.1,3.7,False,False
T06E1B5C91E,2024-10,2024-10-25,620.9,628.7,7.8,False,False
TBD7AFAA9AB,2024-10,2024-10-25,1149.0,1164.8,15.8,False,False
T3A8AE15DE9,2024-10,2024-10-24,1005.4,1005.4,0.0,True,False
T90FCBE8560,2024-10,2024-10-21,1255.5,1255.5,0.0,True,False
T6B76BCDCC8,2024-10,2024-10-20,1484.6,1527.0,42.4,False,False
T6B61D786E8,2024-10,2024-10-22,1022.1,1032.0,9.9,False,False
TD8B8E83F9D,2024-10,2024-10-22,1296.6,1308.2,11.6,False,False
T353F39960E,2024-10,2024-10-20,415.7,424.2,8.5,False,False
TC44518846F,2024-10,2024-10-20,314.4,327.4,13.0,False,False
T3DBD424B8F,2024-10,2024-10-24,552.6,561.7,9.1,False,False
TB8E4E6CA4C,2024-10,2024-10-22,613.9,647.0,33.1,False,False
T54630B6404,2024-10,2024-10-21,256.2,269.7,13.5,False,False
T71623730B1,2024-10,2024-10-23,1041.9,1052.1,10.2,False,False
T7436A106AE,2024-10,2024-10-21,408.3,415.5,7.2,False,False
T6191B8FD69,2024-10,2024-10-20,1099.7,1111.0,11.3,False,False
TBA7727A83B,2024-10,2024-10-25,440.3,450.1,9.8,False,False
T66B24DDB8C,2024-10,2024-10-22,1568.1,1580.8,12.7,False,False
T0EAA0EDBAF,2024-10,2024-10-24,660.8,686.5,25.7,False,False
TDCBC842E3A,2024-10,2024-10-23,407.5,426.5,19.0,False,False
T305BACE840,2024-10,2024-10-21,701.1,715.7,14.6,False,False
TAD0E244201,2024-10,2024-10-21,1027.9,1048.3,20.4,False,False
T824A68B378,2024-10,2024-10-21,1253.1,1253.1,0.0,True,False
T9F72B39B89,2024-10,2024-10-23,629.4,642.1,12.7,False,False
T0380D1AD85,2024-10,2024-10-21,967.6,990.8,23.2,False,False
TD58AFBB420,2024-10,2024-10-24,1658.2,1709.3,51.1,False,False
TB1A6FA6009,2024-10,2024-10-23,327.9,341.4,13.5,False,False
TB95EB354D9,2024-10,2024-10-20,892.5,951.8,59.3,False,True
T6EBEC2B9E3,2024-10,2024-10-22,497.3,521.3,24.0,False,True
TCBAFB86C54,2024-10,2024-10-20,1512.9,1524.7,11.8,False,False
T2D884BEE59,2024-10,2024-10-24,1112.5,1134.5,22.0,False,False
T81E3CAC404,2024-10,2024-10-24,1224.7,1231.3,6.6,False,False
TB13246DF04,2024-10,2024-10-20,1671.7,1719.7,48.0,False,False
T38FC29870C,2024-10,2024-10-24,878.6,886.2,7.6,False,False
T0B952300A6,2024-10,2024-10-21,1044.3,1057.4,13.1,False,False
T592EE5AE5A,2024-10,2024-10-20,432.3,444.3,12.0,False,False
T8AB7B992DC,2024-10,2024-10-23,1480.1,1489.8,9.7,False,False
TE13531501B,2024-10,2024-10-21,199.3,208.2,8.9,False,False
T603C6A7DDF,2024-10,2024-10-23,1489.7,1531.8,42.1,False,False
T9B1CF87E17,2024-10,2024-10-24,523.7,534.8,11.1,False,False
T7E47E27FFB,2024-10,2024-10-21,1016.5,1025.6,9.1,False,False
T2FE3E18EED,2024-10,2024-10-20,960.0,974.5,14.5,False,False
T518FD2CD05,2024-10,2024-10-25,667.1,680.6,13.5,False,False
TCA03B52F53,2024-10,2024-10-20,272.5,290.9,18.4,False,False
TC97F0C81C8,2024-10,2024-10-21,1114.4,1247.7,133.3,False,False
T5825BB17FC,2024-10,2024-10-25,353.6,385.1,31.5,False,False
TC5E185C6E8,2024-10,2024-10-24,120.3,131.9,11.6,False,False
TEAD9E81003,2024-10,2024-10-25,764.3,775.8,11.5,False,False
TE23D5A574A,2024-10,2024-10-23,819.5,826.4,6.9,False,False
T04048D53A3,2024-10,2024-10-25,637.0,642.8,5.8,False,False
TE1AA9E77A7,2024-10,2024-10-22,914.5,918.1,3.6,False,False
TC54C99BA73,2024-10,2024-10-22,567.8,597.9,30.1,False,False
T013C0F8B57,2024-10,2024-10-22,1286.1,1298.0,11.9,False,False
T3C23C0A42C,2024-10,2024-10-20,857.1,874.7,17.6,False,False
TEDB2598366,2024-10,2024-10-23,1113.5,1126.3,12.8,False,False
T03D524AC98,2024-10,2024-10-21,1363.2,1377.9,14.7,False,False
T9B658694D7,2024-10,2024-10-20,532.5,551.8,19.3,False,False
T827DB403EF,2024-10,2024-10-20,997.0,1000.0,3.0,False,False
TD5960FA89C,2024-10,2024-10-23,986.9,1000.4,13.5,False,False
TEB9CD6778B,2024-10,2024-10-23,1368.3,1380.0,11.7,False,False
TCFB896C903,2024-10,2024-10-22,594.4,607.1,12.7,False,False
T4EBE5132B6,2024-10,2024-10-24,711.0,727.3,16.3,False,False
TD6D7800440,2024-10,2024-10-21,1333.2,1342.4,9.2,False,False
TB1AE49FA20,2024-10,2024-10-21,476.1,487.6,11.5,False,False
TF4940B0970,2024-10,2024-10-21,1038.1,1046.2,8.1,False,False
T6492EC951E,2024-10,2024-10-22,388.9,437.6,48.7,False,False
T5B2FD74A85,2024-10,2024-10-25,1246.1,1267.3,21.2,False,False
TCF1A6CDF80,2024-10,2024-10-22,300.8,317.4,16.6,False,False
TBA965CD37E,2024-10,2024-10-21,200.5,210.7,10.2,False,False
T8917AF33E8,2024-10,2024-10-25,505.2,579.6,74.4,False,False
T4F696F6C0E,2024-10,2024-10-24,220.3,233.1,12.8,False,False
TFB9BD0FCA4,2024-10,2024-10-23,1443.5,1473.6,30.1,False,False
T6372E1147F,2024-10,2024-10-20,939.6,956.0,16.4,False,False
T8B4FC280C2,2024-10,2024-10-20,376.7,376.7,0.0,True,False
T0AF0DD2FE5,2024-10,2024-10-25,909.3,920.0,10.7,False,False
T9BABD62590,2024-10,2024-10-25,925.8,962.7,36.9,False,False
TBBD0028CDB,2024-10,2024-10-25,797.4,808.3,10.9,False,False
T30E453AB34,2024-10,2024-10-23,854.6,869.2,14.6,False,False
T7DC59256DC,2024-10,2024-10-20,420.0,445.1,25.1,False,False
TCC371206BC,2024-10,2024-10-21,380.3,392.6,12.3,False,False
TDEF092A4C5,2024-10,2024-10-22,1334.3,1345.8,11.5,False,False
TE13FCEC631,2024-10,2024-10-25,955.0,972.4,17.4,False,False
T7C3F6A8162,2024-10,2024-10-24,1266.8,1287.1,20.3,False,False
T0F4A3A74ED,2024-10,2024-10-20,661.1,682.5,21.4,False,False
T5BEF82BC17,2024-10,2024-10-20,1200.0,1212.5,12.5,False,False
T07AC5856A4,2024-10,2024-10-20,526.7,538.9,12.2,False,False
T0185184B59,2024-10,2024-10-20,1057.5,1069.2,11.7,False,False
T79F8E1FAE8,2024-10,2024-10-24,114.4,127.6,13.2,False,False
T4D40D256FE,2024-10,2024-10-25,843.2,872.0,28.8,False,False
TE74495FCDD,2024-10,2024-10-24,1426.7,1437.7,11.0,False,False
TAD9ED625D1,2024-10,2024-10-23,1270.8,1285.9,15.1,False,False
TE7328B9E12,2024-10,2024-10-21,567.6,573.1,5.5,False,False
T5FC1C50126,2024-10,2024-10-23,956.2,977.4,21.2,False,False
T203C71CAC2,2024-10,2024-10-25,1451.7,1466.9,15.2,False,False
T1D1F227112,2024-10,2024-10-22,559.0,575.9,16.9,False,False
TF62BDC6E96,2024-10,2024-10-25,1449.7,1467.6,17.9,False,False
T5D35014BC6,2024-10,2024-10-21,1531.8,1539.3,7.5,False,False
T9C80DA594D,2024-10,2024-10-23,604.7,613.8,9.1,False,False
T575100FEE6,2024-10,2024-10-24,187.6,214.5,26.9,False,False
TFF833858D4,2024-10,2024-10-22,1522.6,1532.7,10.1,False,False
T44C452513D,2024-10,2024-10-25,645.8,663.5,17.7,False,False
TC11C4F89B7,2024-10,2024-10-21,235.1,251.5,16.4,False,False
T519E11C12F,2024-10,2024-10-21,154.2,173.5,19.3,False,False
T1D1C3809AD,2024-10,2024-10-24,756.6,803.1,46.5,False,False
T2F89E8ED6F,2024-10,2024-10-25,1254.1,1269.1,15.0,False,False
TED624C9B29,2024-10,2024-10-24,1250.2,1265.9,15.7,False,False
T80599540B9,2024-10,2024-10-21,178.1,21.950466229097227,22.8,False,False
T99F86EAA03,2024-10,2024-10-23,727.0,727.0,0.0,True,False
T48E474E620,2024-10,2024-10-21,1205.5,1217.0,11.5,False,False
T62F138B69F,2024-10,2024-10-20,1225.7,1243.4,17.7,False,False
T0ABCC73F5F,2024-10,2024-10-25,1238.1,1248.6,10.5,False,False
T451A03E5F4,2024-10,2024-10-23,620.9,649.4,28.5,False,False
T28A5C3A212,2024-10,2024-10-22,826.7,834.1,7.4,False,False
T9BF23AC92B,2024-10,2024-10-22,932.0,948.3,16.3,False,False
T8D847ABAD5,2024-10,2024-10-22,814.5,823.7,9.2,False,False
T79AD100612,2024-10,2024-10-24,1082.5,1105.8,23.3,False,False
T595C48877B,2024-10,2024-10-21,962.4,976.1,13.7,False,False
T7E1F631507,2024-10,2024-10-23,102.0,118.7,16.7,False,False
T7CEE29F570,2024-10,2024-10-20,372.9,383.6,10.7,False,False
TB28F8F08F4,2024-10,2024-10-22,741.3,741.3,0.0,True,False
T741A1119FA,2024-10,2024-10-25,358.4,375.0,16.6,False,False
T26862D1A4A,2024-10,2024-10-21,1611.7,1644.4,32.7,False,False
TCB96D14BFD,2024-10,2024-10-20,598.1,609.5,11.4,False,False
TF07D19AE17,2024-10,2024-10-22,222.8,,,False,False
T7AE1E63696,2024-10,2024-10-23,1377.9,1386.8,8.9,False,False
TEA687BEEC8,2024-10,2024-10-24,376.7,391.1,14.4,False,False
T5C97BD73CE,2024-10,2024-10-23,1450.8,1463.1,12.3,False,False
T64DF103F27,2024-10,2024-10-23,306.4,313.8,7.4,False,False
T962D5133B5,2024-10,2024-10-24,1164.1,1179.0,14.9,False,False
TFAE2AFD636,2024-10,2024-10-20,1358.1,1365.7,7.6,False,False
T8237A9AE83,2024-10,2024-10-24,390.4,402.5,12.1,False,False
T124789ED12,2024-10,2024-10-24,825.8,834.5,8.7,False,False
T77D8F1F07B,2024-10,2024-10-21,802.7,841.3,38.6,False,False
T88E01EE6A9,2024-10,2024-10-24,579.2,601.3,22.1,False,False
TCCA2F0E6D1,2024-10,2024-10-21,429.2,445.2,16.0,False,False
TE7C4074532,2024-10,2024-10-24,258.6,283.7,25.1,False,False
TE08ACE6D71,2024-10,2024-10-21,1417.8,1435.4,17.6,False,False
TF5AB4BC37D,2024-10,2024-10-20,454.2,467.0,12.8,False,False
T31A37C291B,2024-10,2024-10-24,106.7,116.5,9.8,False,False
T85072A41C6,2024-10,2024-10-22,1259.9,1271.0,11.1,False,False
T3DB8E8C91B,2024-10,2024-10-23,969.6,978.2,8.6,False,False
T1F21C0A526,2024-10,2024-10-24,265.7,284.0,18.3,False,False
TC653350390,2024-10,2024-10-23,1368.4,1377.8,9.4,False,False
TF357DF2C85,2024-10,2024-10-21,561.2,581.0,19.8,False,False
TC2B54F643A,2024-10,2024-10-25,327.6,338.3,10.7,False,False
T62A907AFA1,2024-10,2024-10-25,586.8,598.9,12.1,False,False
T9B926E1A60,2024-10,2024-10-24,800.4,808.6,8.2,False,False
T95A557D58C,2024-10,2024-10-24,1268.7,1268.7,0.0,True,False
T4FD73F8DF8,2024-10,2024-10-21,199.5,208.3,8.8,False,False
TAA9E781779,2024-10,2024-10-23,1071.6,1071.6,0.0,True,False
T5AB667FA59,2024-10,2024-10-22,1119.0,1143.2,24.2,False,False
T2FB8838715,2024-10,2024-10-20,1463.3,1476.9,13.6,False,False
TDC0B728E72,2024-10,2024-10-24,903.8,965.0,61.2,False,False
T500E1E73A5,2024-10,2024-10-22,811.8,823.8,12.0,False,False
T518D652731,2024-10,2024-10-25,555.7,581.3,25.6,False,False
T5F78380FF1,2024-10,2024-10-21,825.2,837.9,12.7,False,False
T2269F4C04A,2024-10,2024-10-21,974.5,1017.4,42.9,False,False
T75D0C6EEF9,2024-10,2024-10-24,1364.6,1487.8,123.2,False,False
T08C84C6180,2024-10,2024-10-20,278.7,295.7,17.0,False,False
TBE3328794F,2024-10,2024-10-22,1011.0,1019.7,8.7,False,False
T7BF732B1D4,2024-10,2024-10-21,1097.6,1110.8,13.2,False,False
T680C591820,2024-10,2024-10-24,1109.8,1116.4,6.6,False,False
T87B30A11CA,2024-10,2024-10-21,1474.4,1487.3,12.9,False,False
T2C69DDD554,2024-10,2024-10-23,861.4,915.5,54.1,False,False
TB5DCDB3D2B,2024-10,2024-10-20,1338.7,1347.5,8.8,False,False
TF1BF705581,2024-10,2024-10-22,689.8,710.1,20.3,False,False
T7861C2062B,2024-10,2024-10-25,1642.3,1670.9,28.6,False,False
T3E7A117328,2024-10,2024-10-24,362.3,380.0,17.7,False,False
T626DE7D352,2024-10,2024-10-24,1120.9,1175.2,54.3,False,False
T30CED3EF6B,2024-10,2024-10-25,936.3,954.7,18.4,False,False
T6F621D315F,2024-10,2024-10-24,236.4,256.5,20.1,False,False
T5AEAFABEEB,2024-10,2024-10-22,985.9,997.3,11.4,False,False
T6E1A658692,2024-10,2024-10-22,564.1,577.3,13.2,False,False
TDFD739AFF7,2024-10,2024-10-21,1362.8,1377.8,15.0,False,False
T0E7497BE87,2024-10,2024-10-25,271.3,281.7,10.4,False,False
T63245D9338,2024-10,2024-10-21,297.4,313.2,15.8,False,False
T2FC1A9FEB9,2024-10,2024-10-22,347.1,361.9,14.8,False,False
TE5572E3B77,2024-10,2024-10-25,1471.8,1478.1,6.3,False,False
T93AE74FC8C,2024-10,2024-10-20,864.9,879.4,14.5,False,False
TCE4F3C1854,2024-10,2024-10-24,1663.5,1689.8,26.3,False,False
T623FDA0FEC,2024-10,2024-10-22,520.1,551.7,31.6,False,True
T6FCD9FC327,2024-10,2024-10-20,426.0,431.1,5.1,False,False
T26D49D2B10,2024-10,2024-10-23,929.4,946.8,17.4,False,False
T6B0F45148F,2024-10,2024-10-21,833.5,906.7,73.2,False,False
T5DA6DABC22,2024-10,2024-10-21,578.7,594.8,16.1,False,False
T4C0FAA9237,2024-10,2024-10-24,867.9,885.8,17.9,False,False
T629B85F6AE,2024-10,2024-10-20,1382.5,1398.5,16.0,False,False
TE6221DA147,2024-10,2024-10-21,793.8,803.3,9.5,False,False
T7092CB932F,2024-10,2024-10-20,1295.8,1308.3,12.5,False,False
T38F3AD60D6,2024-10,2024-10-24,376.4,395.1,18.7,False,False
T051D6304AA,2024-10,2024-10-20,1023.7,1032.6,8.9,False,False
T1677509027,2024-10,2024-10-25,436.0,452.0,16.0,False,False
TCE43CAAFDD,2024-10,2024-10-21,994.8,1004.1,9.3,False,False
TD6051C60DD,2024-10,2024-10-23,1209.2,1246.4,37.2,False,False
TD81C7B0AC7,2024-10,2024-10-20,1468.9,1486.3,17.4,False,False
TEB9B6A4FBC,2024-10,2024-10-21,828.5,839.2,10.7,False,False
T8E67D26322,2024-10,2024-10-21,1545.9,1616.3,70.4,False,True
T0E8259349E,2024-10,2024-10-25,217.0,230.5,13.5,False,False
TEC586A8374,2024-10,2024-10-25,987.6,1001.7,14.1,False,False
T1E40F3A239,2024-10,2024-10-22,1031.9,1042.5,10.6,False,False
T716C530DED,2024-10,2024-10-20,526.0,540.0,14.0,False,False
T7562476AEF,2024-10,2024-10-24,1525.5,1540.9,15.4,False,False
TB460453C4D,2024-10,2024-10-24,248.6,266.7,18.1,False,False
T4A69C0BA6F,2024-10,2024-10-25,467.1,493.5,26.4,False,False
TB3006B8F03,2024-10,2024-10-20,718.0,729.6,11.6,False,False
TED3E393477,2024-10,2024-10-21,1504.1,1527.5,23.4,False,False
TA014F1FF15,2024-10,2024-10-25,1090.5,1107.7,17.2,False,False
T08D24C843D,2024-10,2024-10-22,289.0,311.5,22.5,False,False
T328C38D103,2024-10,2024-10-25,1567.2,1585.8,18.6,False,False
T5D52776F44,2024-10,2024-10-20,433.3,443.1,9.8,False,False
T350C7F0CAD,2024-10,2024-10-20,504.1,514.1,10.0,False,False
TE4BF83F9A5,2024-10,2024-10-25,1334.7,1352.8,18.1,False,False
T363192FB18,2024-10,2024-10-20,990.2,1012.1,21.9,False,False
TE7D390D6E1,2024-10,2024-10-25,909.3,909.3,0.0,True,False
TEAED0D702E,2024-10,2024-10-20,942.9,958.3,15.4,False,False
T76D2631BBE,2024-10,2024-10-23,1215.6,1229.4,13.8,False,False
T41D9DAD65E,2024-10,2024-10-23,607.2,619.1,11.9,False,False
T4FB688BCF2,2024-10,2024-10-23,1093.0,1112.6,19.6,False,False
T49C247A691,2024-10,2024-10-20,540.7,555.4,14.7,False,False
TAD97E4B580,2024-10,2024-10-21,140.7,157.2,16.5,False,False
TA6D3C701E5,2024-10,2024-10-23,301.7,316.7,15.0,False,False
T1629374829,2024-10,2024-10-22,645.1,672.2,27.1,False,False
TE380DFCDD5,2024-10,2024-10-20,1098.0,1108.6,10.6,False,False
TC71E645A97,2024-10,2024-10-22,792.8,804.1,11.3,False,False
T3B2D063348,2024-10,2024-10-24,355.5,363.3,7.8,False,False
T6B0703F297,2024-10,2024-10-23,993.0,1002.7,9.7,False,False
T2442BBD224,2024-10,2024-10-25,688.8,700.2,11.4,False,False
T94AEE9D59A,2024-10,2024-10-23,994.0,1003.5,9.5,False,False
TC36C8FB548,2024-10,2024-10-25,1377.2,1388.8,11.6,False,False
TEA6C60108F,2024-10,2024-10-24,1400.5,1450.2,49.7,False,False
T5D0DA4A5A3,2024-10,2024-10-21,917.8,931.5,13.7,False,False
TCE2F3968A5,2024-10,2024-10-22,885.9,908.4,22.5,False,False
T3290CE40ED,2024-10,2024-10-22,1387.8,1411.2,23.4,False,False
TFF800A383C,2024-10,2024-10-21,1089.3,1101.1,11.8,False,False
T43D369AD4F,2024-10,2024-10-20,730.6,742.4,11.8,False,False
T2558B25F4A,2024-10,2024-10-23,117.2,130.2,13.0,False,False
TF2D53B5266,2024-10,2024-10-25,1379.3,1392.3,13.0,False,False
T46E626FB09,2024-10,2024-10-23,190.7,208.3,17.6,False,False
T7E0A59EC74,2024-10,2024-10-20,371.9,376.8,4.9,False,False
TDB77C6E5BA,2024-10,2024-10-21,557.2,569.0,11.8,False,False
TB2420A8657,2024-10,2024-10-25,1111.5,1120.6,9.1,False,False
TB1246EBDB6,2024-10,2024-10-22,634.5,640.3,5.8,False,False
T8C8BD1D187,2024-10,2024-10-23,1043.0,1063.0,20.0,False,False
T9A87FD75BB,2024-10,2024-10-23,500.9,514.4,13.5,False,False
T7220DB253B,2024-10,2024-10-22,635.3,655.2,19.9,False,False
T024582A041,2024-10,2024-10-20,1370.3,1400.2,29.9,False,False
TA3D7EB0EB6,2024-10,2024-10-22,1396.2,1397.8,1.6,False,False
T980F08905D,2024-10,2024-10-22,1329.9,1339.7,9.8,False,False
T0070991C4A,2024-10,2024-10-25,379.6,389.6,10.0,False,False
TE62F9D24A2,2024-10,2024-10-24,743.3,761.6,18.3,False,False
T660F58D22C,2024-10,2024-10-21,1210.1,1226.5,16.4,False,False
TC9C59FD3C0,2024-10,2024-10-20,1362.0,1372.3,10.3,False,False
TC85BCF4679,2024-10,2024-10-21,644.9,644.9,0.0,True,False
T711A4FB3DC,2024-10,2024-10-20,1257.8,1266.3,8.5,False,False
TDA01857472,2024-10,2024-10-22,657.9,663.2,5.3,False,False
T593C7D2F36,2024-10,2024-10-21,901.0,914.0,13.0,False,False
TAD1B3ECAF6,2024-10,2024-10-25,706.1,722.1,16.0,False,False
T62DB418771,2024-11,2024-11-24,1139.6,1158.1,18.5,False,False
T516D296A99,2024-11,2024-11-22,763.1,771.4,8.3,False,False
TF6199DECCB,2024-11,2024-11-25,1191.8,1231.8,40.0,False,False
TBFDD3649BD,2024-11,2024-11-20,1349.8,1369.0,19.2,False,False
T1A8F7C05C9,2024-11,2024-11-21,1258.1,1266.2,8.1,False,False
T6B4FC6C7C6,2024-11,2024-11-20,735.8,752.3,16.5,False,False
T6EE7490E19,2024-11,2024-11-24,1453.2,1474.3,21.1,False,False
T771EC6B537,2024-11,2024-11-25,913.3,913.3,0.0,True,False
TA87CD37475,2024-11,2024-11-23,422.9,422.9,0.0,True,False
T00048F12E2,2024-11,2024-11-24,168.5,168.5,0.0,True,False
TDE3B85E449,2024-11,2024-11-25,1041.0,1060.0,19.0,False,False
TDFD5EF1E2B,2024-11,2024-11-20,643.4,224.88128973740086,17.7,False,False
T6BE1C12D07,2024-11,2024-11-21,1810.6,1810.6,0.0,True,False
TE17C7596F7,2024-11,2024-11-20,251.5,265.8,14.3,False,False
TF0590D064A,2024-11,2024-11-20,515.3,527.3,12.0,False,False
T0201C8273D,2024-11,2024-11-23,427.0,436.0,9.0,False,False
T416D725964,2024-11,2024-11-22,1193.2,1205.7,12.5,False,False
T592985E849,2024-11,2024-11-25,348.9,348.9,0.0,True,False
T8CFD079CB6,2024-11,2024-11-23,1570.7,1587.0,16.3,False,False
TD10A6EDCA0,2024-11,2024-11-25,885.0,909.6,24.6,False,False
T0CE7987E4B,2024-11,2024-11-20,763.2,831.2,68.0,False,False
T0F12629295,2024-11,2024-11-23,392.9,,,False,False
T7833B36159,2024-11,2024-11-22,662.0,678.8,16.8,False,False
T997FF51E88,2024-11,2024-11-23,832.0,842.8,10.8,False,False
TB0AFAFC426,2024-11,2024-11-21,1836.2,1836.2,0.0,True,False
T4B2228F178,2024-11,2024-11-21,606.4,606.4,0.0,True,False
T5D1D63651A,2024-11,2024-11-25,378.8,394.1,15.3,False,False
T005A9CE174,2024-11,2024-11-24,1290.3,1299.0,8.7,False,False
T0E572DDC2C,2024-11,2024-11-22,1044.8,1051.7,6.9,False,False
T6B4C3EB33E,2024-11,2024-11-22,1336.3,215.4033621344794,0.0,True,False
T98621FD0F2,2024-11,2024-11-21,1353.5,1474.0,120.5,False,False
TCED7759D69,2024-11,2024-11-22,1296.3,1296.3,0.0,True,False
T148BA00559,2024-11,2024-11-21,1222.2,1243.2,21.0,False,False
T8EF8382AF5,2024-11,2024-11-24,1527.3,1537.3,10.0,False,False
T294140BCEC,2024-11,2024-11-23,358.5,379.5,21.0,False,False
T2B4ECE5F7A,2024-11,2024-11-20,384.1,400.5,16.4,False,False
TFCDB644B38,2024-11,2024-11-22,335.1,353.4,18.3,False,False
TF46C85CB55,2024-11,2024-11-24,662.2,667.0,4.8,False,False
T635E7348B0,2024-11,2024-11-20,377.5,396.5,19.0,False,False
TD950C1321E,2024-11,2024-11-24,360.9,378.6,17.7,False,False
T79F7CA1313,2024-11,2024-11-20,261.4,266.6,5.2,False,False
T1890D0D69D,2024-11,2024-11-21,835.3,846.3,11.0,False,False
T92ED6C6BBC,2024-11,2024-11-20,458.7,466.4,7.7,False,False
T1A234D637E,2024-11,2024-11-21,1192.2,1206.0,13.8,False,False
T0FA07C2AE6,2024-11,2024-11-24,371.7,378.5,6.8,False,False
T85D9327E38,2024-11,2024-11-25,1356.7,1371.0,14.3,False,False
T9B2220E701,2024-11,2024-11-25,1046.4,1069.1,22.7,False,False
T75AE25B236,2024-11,2024-11-24,891.4,904.9,13.5,False,False
T85C4B9E9BD,2024-11,2024-11-21,1182.1,1189.3,7.2,False,False
TAAC46C752C,2024-11,2024-11-20,1520.2,1524.8,4.6,False,False
TB5ABA37301,2024-11,2024-11-23,889.8,914.1,24.3,False,False
TDB1931905E,2024-11,2024-11-23,997.2,997.2,0.0,True,False
T8A79BCF725,2024-11,2024-11-21,1297.1,1302.2,5.1,False,False
T1383BC162C,2024-11,2024-11-23,1575.0,1588.6,13.6,False,False
TE3F34F661C,2024-11,2024-11-25,1123.6,1170.0,46.4,False,False
T945DF5CC73,2024-11,2024-11-21,1072.1,1082.6,10.5,False,False
T89289351AD,2024-11,2024-11-22,1170.3,1184.8,14.5,False,False
T3C6A8E589D,2024-11,2024-11-21,297.5,322.0,24.5,False,False
T9EDB41553F,2024-11,2024-11-25,232.4,239.3,6.9,False,False
T39FECD2D40,2024-11,2024-11-23,781.3,808.9,27.6,False,False
T393F331539,2024-11,2024-11-20,408.5,420.2,11.7,False,False
T44E572D176,2024-11,2024-11-20,403.0,423.5,20.5,False,False
T6A0C9518A5,2024-11,2024-11-23,1248.8,1256.9,8.1,False,False
T6F6C091F32,2024-11,2024-11-22,1379.0,1379.0,0.0,True,False
T0A7DFC3903,2024-11,2024-11-25,1436.6,1436.6,0.0,True,False
T4CA807AAAE,2024-11,2024-11-22,418.8,458.9,40.1,False,False
T292B036CC6,2024-11,2024-11-25,909.3,923.8,14.5,False,False
TF252236170,2024-11,2024-11-25,146.0,146.0,0.0,True,False
T47A88C447A,2024-11,2024-11-21,701.6,712.2,10.6,False,False
T29274E7656,2024-11,2024-11-22,338.0,353.8,15.8,False,False
TF94B3B4CEA,2024-11,2024-11-22,593.6,608.7,15.1,False,False
TD79C86593F,2024-11,2024-11-20,1023.0,1039.4,16.4,False,False
T042B2178D1,2024-11,2024-11-24,198.5,198.5,0.0,True,False
TE9E2B18053,2024-11,2024-11-23,679.5,741.0,61.5,False,False
T80D9A080BE,2024-11,2024-11-20,1821.8,1885.3,63.5,False,False
T580C1D0E5A,2024-11,2024-11-25,801.0,855.7,54.7,False,False
T262047037E,2024-11,2024-11-20,552.2,562.2,10.0,False,False
