id_toma,periodo,fecha_emision,fecha_vencimiento,fecha_pago,pagado,consumo_m3,importe_agua,importe_alcantarillado,importe_saneamiento,total_pagar,domiciliado,tipo_tarifa,pago_tardio,fecha_lectura,lectura_inicial,lectura_final,consumo_valido,consumo_atipico,consumo_acotado,lectura_inconsistente,tiene_fuga,privada,tipo_ocupante,fecha_alta,incluye_alcantarillado,incluye_saneamiento,periodo_fecha,anio,mes,dias_atraso
T7E561E41DF,2024-12,2024-12-22,2025-01-11,2024-12-29,True,22.6,297.9,29.79,0.0,327.69,False,domestico,0.0,2024-12-20,1567.7,1590.3,True,False,22.6,False,False,Las Palmas,domestico,2022-12-14,True,False,2024-12-01,2024,12,-13.0
TAE21909B09,2024-12,2024-12-28,2025-01-17,2025-01-16,True,11.7,172.55,17.25,20.71,210.51,False,domestico,0.0,2024-12-24,549.9,561.6,True,False,11.7,False,False,El Mirador,domestico,2023-01-23,True,True,2024-12-01,2024,12,-1.0
TA49FD77129,2024-12,2024-12-22,2025-01-11,2025-01-02,True,34.7,754.3,75.43,90.52,920.25,False,comercial,0.0,2024-12-20,1062.2,1096.9,True,False,34.7,False,False,El Pedregal,comercial,2024-01-08,True,True,2024-12-01,2024,12,-9.0
T83C53CBDE3,2024-12,2024-12-26,2025-01-15,2025-01-09,True,14.2,201.3,20.13,24.16,245.59,False,domestico,0.0,2024-12-22,825.1,839.3,True,False,14.2,False,False,Sin privada,domestico,2023-06-05,True,True,2024-12-01,2024,12,-6.0
T8989E9F3E0,2024-12,2024-12-22,2025-01-11,2025-01-06,True,16.9,416.1,41.61,49.93,507.64,False,comercial,0.0,2024-12-20,1091.7,1108.6,True,False,16.9,False,False,Los Encinos,comercial,2023-04-23,True,True,2024-12-01,2024,12,-5.0
T0E868A3F47,2024-12,2024-12-29,2025-01-18,2025-03-23,True,20.2,270.3,27.03,32.44,329.77,False,domestico,1.0,2024-12-24,1573.2,1593.4,True,False,20.2,False,False,Los Fresnos,domestico,2022-09-11,True,True,2024-12-01,2024,12,64.0
TAA4A146A6F,2024-12,2024-12-29,2025-01-18,2025-03-18,True,13.0,265.0,26.5,31.8,323.3,False,publico,1.0,2024-12-24,925.8,938.8,True,False,13.0,False,False,Las Palmas,publico,2019-07-12,True,True,2024-12-01,2024,12,59.0
T929701588B,2024-12,2024-12-30,2025-01-19,2025-01-09,True,7.1,119.65,11.96,0.0,131.61,True,domestico,0.0,2024-12-25,602.0,609.1,True,False,7.1,False,False,La Cañada,domestico,2024-05-20,True,False,2024-12-01,2024,12,-10.0
TCBA87E8F93,2024-12,2024-12-24,2025-01-13,2025-01-11,True,17.3,236.95,23.7,28.43,289.08,True,domestico,0.0,2024-12-22,1497.1,1514.4,True,False,17.3,False,False,Los Fresnos,domestico,2023-06-16,True,True,2024-12-01,2024,12,-2.0
T71B2CE98BC,2024-12,2024-12-24,2025-01-13,2025-02-09,True,23.7,310.55,31.06,37.27,378.87,False,domestico,1.0,2024-12-20,1531.4,,True,False,,False,False,Sin privada,domestico,2019-10-06,True,True,2024-12-01,2024,12,27.0
T3104E606FB,2024-12,2024-12-25,2025-01-14,2025-03-19,True,16.2,224.3,22.43,26.92,273.65,False,domestico,1.0,2024-12-21,1527.2,1543.4,True,False,16.2,False,False,La Cañada,domestico,2019-04-27,True,True,2024-12-01,2024,12,64.0
TC9C584B8EF,2024-12,2024-12-24,2025-01-13,2025-01-12,True,9.3,144.95,14.49,0.0,159.44,False,domestico,0.0,2024-12-21,592.9,602.2,True,False,9.3,False,False,Los Fresnos,domestico,2023-12-02,True,False,2024-12-01,2024,12,-1.0
T42EAACA5A6,2024-12,2024-12-24,2025-01-13,2025-01-07,True,16.5,227.75,0.0,27.33,255.08,False,domestico,0.0,2024-12-21,453.1,469.6,True,False,16.5,False,False,Villa Serena,domestico,2022-02-23,False,True,2024-12-01,2024,12,-6.0
T27CD292019,2024-12,2024-12-26,2025-01-15,2025-03-15,True,15.3,213.95,21.4,25.67,261.02,False,domestico,1.0,2024-12-24,1437.6,1452.9,True,False,15.3,False,False,Villa Serena,domestico,2023-08-18,True,True,2024-12-01,2024,12,59.0
T2631941D4D,2024-12,2024-12-29,2025-01-18,2025-01-12,True,22.6,297.9,29.79,35.75,363.44,False,domestico,0.0,2024-12-24,1565.3,1587.9,True,False,22.6,False,False,Santa Teresa,domestico,2023-07-27,True,True,2024-12-01,2024,12,-6.0
TD6D0D046B5,2024-12,2024-12-22,2025-01-11,2024-12-22,True,7.5,124.25,12.43,14.91,151.59,True,domestico,0.0,2024-12-20,394.5,402.0,True,False,7.5,False,False,Villa Serena,domestico,2021-01-15,True,True,2024-12-01,2024,12,-20.0
T930BCF26DA,2024-12,2024-12-25,2025-01-14,2024-12-26,True,11.9,174.85,17.48,20.98,213.32,True,domestico,0.0,2024-12-21,1493.4,1505.3,True,False,11.9,False,False,La Cañada,domestico,2020-02-16,True,True,2024-12-01,2024,12,-19.0
T7A263D97A8,2024-12,2024-12-25,2025-01-14,2024-12-25,True,22.5,296.75,29.68,35.61,362.04,False,domestico,0.0,2024-12-21,274.0,296.5,True,False,22.5,False,False,Sin privada,domestico,2021-04-25,True,True,2024-12-01,2024,12,-20.0
T84CC232045,2024-12,2024-12-25,2025-01-14,2025-01-09,True,9.5,147.25,14.73,17.67,179.64,False,domestico,0.0,2024-12-21,1030.7,1040.2,True,False,9.5,False,False,Villa Serena,domestico,2022-06-19,True,True,2024-12-01,2024,12,-5.0
T1F7089E5B3,2024-12,2024-12-27,2025-01-16,2025-01-02,True,27.5,354.25,35.43,42.51,432.19,False,domestico,0.0,2024-12-25,1199.4,1226.9,True,False,27.5,False,False,Sin privada,domestico,2023-08-30,True,True,2024-12-01,2024,12,-14.0
T6DD01C39D7,2024-12,2024-12-28,2025-01-17,2025-01-01,True,28.4,634.6,63.46,76.15,774.21,True,comercial,0.0,2024-12-23,1153.1,1181.5,True,False,28.4,False,False,El Pedregal,comercial,2019-05-16,True,True,2024-12-01,2024,12,-16.0
TE3814F5946,2024-12,2024-12-24,2025-01-13,2025-03-08,True,11.0,164.5,16.45,19.74,200.69,False,domestico,1.0,2024-12-21,1118.4,1129.4,True,False,11.0,False,False,Los Fresnos,domestico,2024-01-19,True,True,2024-12-01,2024,12,54.0
T260F6D657D,2024-12,2024-12-27,2025-01-16,2025-01-12,True,0.0,38.0,3.8,4.56,46.36,False,domestico,0.0,2024-12-22,1598.6,1598.6,False,False,0.0,False,False,Sin privada,domestico,2023-12-23,True,True,2024-12-01,2024,12,-4.0
TF9F158A927,2024-12,2024-12-25,2025-01-14,2024-12-25,True,17.1,234.65,23.47,28.16,286.27,False,domestico,0.0,2024-12-22,749.1,766.2,True,False,17.1,False,False,Los Fresnos,domestico,2024-03-15,True,True,2024-12-01,2024,12,-20.0
T2A78E596A5,2024-12,2024-12-26,2025-01-15,2025-01-01,True,14.4,203.6,20.36,24.43,248.39,False,domestico,0.0,2024-12-24,547.9,562.3,True,False,14.4,False,False,Villa Serena,domestico,2020-10-02,True,True,2024-12-01,2024,12,-14.0
T48829C6681,2024-12,2024-12-26,2025-01-15,2025-01-11,True,14.7,207.05,20.7,24.85,252.6,False,domestico,0.0,2024-12-21,706.5,721.2,True,False,14.7,False,False,Los Fresnos,domestico,2023-12-05,True,True,2024-12-01,2024,12,-4.0
T5446AB5D4F,2024-12,2024-12-26,2025-01-15,2025-01-03,True,13.7,195.55,19.55,23.47,238.57,False,domestico,0.0,2024-12-21,1385.2,1398.9,True,False,13.7,False,False,Sin privada,domestico,2019-05-18,True,True,2024-12-01,2024,12,-12.0
T6FEE2A0A85,2024-12,2024-12-26,2025-01-15,2025-03-20,True,11.5,170.25,17.03,20.43,207.71,False,domestico,1.0,2024-12-24,341.4,352.9,True,False,11.5,False,False,Villa Serena,domestico,2020-10-04,True,True,2024-12-01,2024,12,64.0
T37BA3005AD,2024-12,2024-12-28,2025-01-17,2025-01-08,True,22.7,299.05,29.91,35.89,364.84,False,domestico,0.0,2024-12-24,1142.4,1165.1,True,False,22.7,False,False,La Cañada,domestico,2021-05-16,True,True,2024-12-01,2024,12,-9.0
T599538981A,2024-12,2024-12-26,2025-01-15,2025-01-01,True,0.0,95.0,9.5,11.4,115.9,False,comercial,0.0,2024-12-21,1161.8,1161.8,False,False,0.0,False,False,La Cañada,comercial,2020-04-05,True,True,2024-12-01,2024,12,-14.0
TC1FE3D7E79,2024-12,2024-12-26,2025-01-15,2024-12-29,True,14.5,204.75,20.48,24.57,249.79,False,domestico,0.0,2024-12-22,1117.9,1132.4,True,False,14.5,False,False,Las Palmas,domestico,2020-07-28,True,True,2024-12-01,2024,12,-17.0
TAB633F4546,2024-12,2024-12-25,2025-01-14,2025-01-13,True,18.6,448.4,0.0,53.81,502.21,False,comercial,0.0,2024-12-20,290.7,309.3,True,False,18.6,False,False,Sin privada,comercial,2023-02-24,False,True,2024-12-01,2024,12,-1.0
TEF123948C4,2024-12,2024-12-25,2025-01-14,2024-12-26,True,8.2,132.3,13.23,15.88,161.41,False,domestico,0.0,2024-12-23,624.8,633.0,True,False,8.2,False,False,Los Fresnos,domestico,2019-01-03,True,True,2024-12-01,2024,12,-19.0
T50EA3E30B0,2024-12,2024-12-29,2025-01-18,2025-02-07,True,10.1,154.15,15.41,18.5,188.06,False,domestico,1.0,2024-12-25,1127.5,1137.6,True,False,10.1,False,False,El Mirador,domestico,2023-10-17,True,True,2024-12-01,2024,12,20.0
T10E8B50E63,2024-12,2024-12-27,2025-01-16,2024-12-28,True,39.1,837.9,83.79,100.55,1022.24,True,comercial,0.0,2024-12-24,1282.6,1321.7,True,False,39.1,False,False,Los Fresnos,comercial,2023-05-05,True,True,2024-12-01,2024,12,-19.0
T75445AB825,2024-12,2024-12-27,2025-01-16,2025-01-01,True,8.8,139.2,13.92,16.7,169.82,True,domestico,0.0,2024-12-23,1165.7,1174.5,True,False,8.8,False,False,Sin privada,domestico,2021-08-08,True,True,2024-12-01,2024,12,-15.0
T9AEC04CEE6,2024-12,2024-12-28,2025-01-17,2025-01-03,True,6.3,110.45,11.05,13.25,134.75,False,domestico,0.0,2024-12-23,243.3,249.6,True,False,6.3,False,False,Villa Serena,domestico,2022-04-05,True,True,2024-12-01,2024,12,-14.0
TE59C7E0558,2024-12,2024-12-24,2025-01-13,2025-02-27,True,9.8,150.7,15.07,18.08,183.85,False,domestico,1.0,2024-12-22,426.3,436.1,True,False,9.8,False,False,El Pedregal,domestico,2020-02-23,True,True,2024-12-01,2024,12,45.0
T017F5CC857,2024-12,2024-12-28,2025-01-17,2025-01-10,True,24.2,316.3,31.63,37.96,385.89,False,domestico,0.0,2024-12-24,1388.1,1412.3,True,False,24.2,False,False,La Cañada,domestico,2019-03-30,True,True,2024-12-01,2024,12,-7.0
T5740214D00,2024-12,2024-12-27,2025-01-16,2025-01-15,True,5.4,100.1,10.01,12.01,122.12,False,domestico,0.0,2024-12-24,457.3,462.7,True,False,5.4,False,False,Los Encinos,domestico,2020-03-11,True,True,2024-12-01,2024,12,-1.0
TA54FDBC969,2024-12,2024-12-27,2025-01-16,2025-01-17,True,0.0,95.0,9.5,11.4,115.9,False,comercial,1.0,2024-12-24,778.8,778.8,False,False,0.0,False,False,Los Fresnos,comercial,2020-09-21,True,True,2024-12-01,2024,12,1.0
T79348D1D8C,2024-12,2024-12-29,2025-01-18,2025-01-30,True,44.0,931.0,93.1,0.0,1024.1,False,comercial,1.0,2024-12-24,559.5,603.5,True,False,44.0,False,False,El Pedregal,comercial,2024-06-22,True,False,2024-12-01,2024,12,12.0
T0C38B9638D,2024-12,2024-12-28,2025-01-17,2024-12-31,True,28.8,642.2,64.22,77.06,783.48,True,comercial,0.0,2024-12-23,921.6,950.4,True,False,28.8,False,False,Sin privada,comercial,2022-10-22,True,True,2024-12-01,2024,12,-17.0
TF8CD7DEDDA,2024-12,2024-12-26,2025-01-15,2025-01-07,True,17.0,233.5,23.35,28.02,284.87,False,domestico,0.0,2024-12-21,744.4,761.4,True,False,17.0,False,False,San Miguel,domestico,2023-11-02,True,True,2024-12-01,2024,12,-8.0
TD4AA44C620,2024-12,2024-12-25,2025-01-14,2025-03-14,True,24.2,316.3,31.63,37.96,385.89,False,domestico,1.0,2024-12-20,696.8,721.0,True,False,24.2,False,False,La Cañada,domestico,2024-03-25,True,True,2024-12-01,2024,12,59.0
TBA22021045,2024-12,2024-12-29,2025-01-18,2025-01-02,True,72.0,1150.0,115.0,138.0,1403.0,False,publico,0.0,2024-12-25,605.3,677.3,True,False,72.0,False,False,El Mirador,publico,2023-08-07,True,True,2024-12-01,2024,12,-16.0
TAE4991C39A,2024-12,2024-12-28,2025-01-17,2024-12-30,True,17.0,233.5,23.35,0.0,256.85,True,domestico,0.0,2024-12-24,1494.8,1511.8,True,False,17.0,False,False,Villa Serena,domestico,2022-10-28,True,False,2024-12-01,2024,12,-18.0
T926427EC22,2024-12,2024-12-27,2025-01-16,2025-01-16,True,18.5,250.75,25.08,30.09,305.91,False,domestico,0.0,2024-12-25,669.7,688.2,True,False,18.5,False,False,Sin privada,domestico,2021-06-03,True,True,2024-12-01,2024,12,0.0
T03F3726F54,2024-12,2024-12-24,2025-01-13,2024-12-30,True,11.2,166.8,0.0,20.02,186.82,False,domestico,0.0,2024-12-20,974.3,985.5,True,False,11.2,False,False,Los Fresnos,domestico,2023-02-28,False,True,2024-12-01,2024,12,-14.0
T9C5C1B51E6,2024-12,2024-12-28,2025-01-17,2025-01-01,True,21.5,285.25,28.53,34.23,348.0,False,domestico,0.0,2024-12-24,259.0,280.5,True,False,21.5,False,False,Los Fresnos,domestico,2020-09-22,True,True,2024-12-01,2024,12,-16.0
TAB67F85714,2024-12,2024-12-28,2025-01-17,2024-12-28,True,16.2,224.3,22.43,26.92,273.65,False,domestico,0.0,2024-12-25,1590.3,1606.5,True,False,16.2,False,False,Los Fresnos,domestico,2023-12-01,True,True,2024-12-01,2024,12,-20.0
T021E4A2B45,2024-12,2024-12-29,2025-01-18,2024-12-29,True,15.0,210.5,21.05,25.26,256.81,False,domestico,0.0,2024-12-25,580.8,595.8,True,False,15.0,False,False,Sin privada,domestico,2019-06-30,True,True,2024-12-01,2024,12,-20.0
T9C284C6EDE,2024-12,2024-12-25,2025-01-14,2025-01-12,True,18.1,246.15,24.62,29.54,300.3,False,domestico,0.0,2024-12-20,1497.2,1515.3,True,False,18.1,False,False,Los Fresnos,domestico,2020-06-16,True,True,2024-12-01,2024,12,-2.0
TE5AE06739E,2024-12,2024-12-29,2025-01-18,2025-01-04,True,13.5,193.25,19.33,0.0,212.57,False,domestico,0.0,2024-12-24,215.3,228.8,True,False,13.5,False,False,El Pedregal,domestico,2023-01-26,True,False,2024-12-01,2024,12,-14.0
T01F422D988,2024-12,2024-12-28,2025-01-17,2025-01-12,True,11.7,172.55,17.25,20.71,210.51,False,domestico,0.0,2024-12-25,1558.6,79.22091886481833,True,False,11.7,True,False,La Noria,domestico,2021-10-18,True,True,2024-12-01,2024,12,-5.0
T812E69DF24,2024-12,2024-12-28,2025-01-17,2025-02-20,True,56.6,1170.4,117.04,0.0,1287.44,False,comercial,1.0,2024-12-25,842.9,899.5,True,False,56.6,False,False,Sin privada,comercial,2019-08-16,True,False,2024-12-01,2024,12,34.0
T1753290875,2024-12,2024-12-28,2025-01-17,2025-01-16,True,15.3,213.95,21.4,25.67,261.02,False,domestico,0.0,2024-12-25,1428.9,1444.2,True,False,15.3,False,False,Villa Serena,domestico,2021-07-09,True,True,2024-12-01,2024,12,-1.0
T6453265506,2024-12,2024-12-26,2025-01-15,2025-01-02,True,119.0,3354.0,335.4,402.48,4091.88,False,industrial,0.0,2024-12-21,1935.8,2054.8,True,False,119.0,False,False,La Cañada,industrial,2020-10-31,True,True,2024-12-01,2024,12,-13.0
T3DCE54CBCD,2024-12,2024-12-25,2025-01-14,2025-01-01,True,7.4,123.1,12.31,14.77,150.18,False,domestico,0.0,2024-12-21,250.9,258.3,True,False,7.4,False,False,La Noria,domestico,2021-03-15,True,True,2024-12-01,2024,12,-13.0
T25A59C1230,2024-12,2024-12-30,2025-01-19,2025-03-24,True,31.8,699.2,69.92,83.9,853.02,False,comercial,1.0,2024-12-25,220.7,252.5,True,False,31.8,False,False,Sin privada,comercial,2021-04-03,True,True,2024-12-01,2024,12,64.0
T7149DBE7E7,2024-12,2024-12-27,2025-01-16,2025-01-05,True,27.7,621.3,62.13,74.56,757.99,False,comercial,0.0,2024-12-22,967.3,995.0,True,False,27.7,False,False,Villa Serena,comercial,2021-11-29,True,True,2024-12-01,2024,12,-11.0
T17B01CE93D,2024-12,2024-12-27,2025-01-16,2025-01-15,True,19.2,258.8,25.88,31.06,315.74,True,domestico,0.0,2024-12-25,1369.5,1388.7,True,False,19.2,False,False,Sin privada,domestico,2023-03-23,True,True,2024-12-01,2024,12,-1.0
T2A7B7C0706,2024-12,2024-12-23,2025-01-12,2025-01-08,True,14.9,209.35,20.94,25.12,255.41,False,domestico,0.0,2024-12-21,1335.7,1350.6,True,False,14.9,False,False,El Pedregal,domestico,2023-06-14,True,True,2024-12-01,2024,12,-4.0
TA2A12750E0,2024-12,2024-12-25,2025-01-14,2025-01-05,True,12.3,179.45,0.0,21.53,200.98,False,domestico,0.0,2024-12-22,486.2,498.5,True,False,12.3,False,False,Los Encinos,domestico,2020-01-17,False,True,2024-12-01,2024,12,-9.0
TCDF5CCF9D1,2024-12,2024-12-28,2025-01-17,2025-01-17,True,18.3,248.45,0.0,29.81,278.26,False,domestico,0.0,2024-12-23,1610.3,1628.6,True,False,18.3,False,False,Sin privada,domestico,2023-10-07,False,True,2024-12-01,2024,12,0.0
T136877D852,2024-12,2024-12-27,2025-01-16,2025-03-11,True,14.9,209.35,20.94,25.12,255.41,False,domestico,1.0,2024-12-25,1047.9,1062.8,True,False,14.9,False,False,Villa Serena,domestico,2021-07-09,True,True,2024-12-01,2024,12,54.0
TD93E7F3525,2024-12,2024-12-28,2025-01-17,2025-02-06,True,7.2,120.8,12.08,14.5,147.38,False,domestico,1.0,2024-12-24,1205.1,1212.3,True,False,7.2,False,False,Sin privada,domestico,2024-04-21,True,True,2024-12-01,2024,12,20.0
T9E698DAD97,2024-12,2024-12-28,2025-01-17,2025-01-02,True,16.8,231.2,23.12,27.74,282.06,True,domestico,0.0,2024-12-23,330.9,347.7,True,False,16.8,False,False,Villa Serena,domestico,2021-07-13,True,True,2024-12-01,2024,12,-15.0
TA7CD008CD2,2024-12,2024-12-26,2025-01-15,2024-12-28,True,21.4,284.1,28.41,34.09,346.6,False,domestico,0.0,2024-12-21,1331.9,1353.3,True,False,21.4,False,False,Sin privada,domestico,2020-09-15,True,True,2024-12-01,2024,12,-18.0
TB5E2F0D295,2024-12,2024-12-26,2025-01-15,2024-12-28,True,12.3,179.45,17.95,21.53,218.93,False,domestico,0.0,2024-12-23,880.5,892.8,True,False,12.3,False,False,Sin privada,domestico,2020-09-08,True,True,2024-12-01,2024,12,-18.0
T886651EB56,2024-12,2024-12-24,2025-01-13,2025-01-20,True,20.3,271.45,27.15,0.0,298.6,False,domestico,1.0,2024-12-22,1611.8,1632.1,True,False,20.3,False,False,Los Encinos,domestico,2019-06-24,True,False,2024-12-01,2024,12,7.0
T726E26C014,2024-12,2024-12-27,2025-01-16,2025-01-02,True,7.6,125.4,12.54,15.05,152.99,False,domestico,0.0,2024-12-23,487.1,494.7,True,False,7.6,False,False,Los Encinos,domestico,2019-08-06,True,True,2024-12-01,2024,12,-14.0
T47801013F9,2024-12,2024-12-25,2025-01-14,2025-01-03,True,16.1,223.15,22.32,26.78,272.24,False,domestico,0.0,2024-12-23,226.4,242.5,True,False,16.1,False,False,Sin privada,domestico,2019-12-07,True,True,2024-12-01,2024,12,-11.0
T7B44E5C01C,2024-12,2024-12-28,2025-01-17,2025-03-11,True,8.8,139.2,13.92,0.0,153.12,False,domestico,1.0,2024-12-23,1116.1,1124.9,True,False,8.8,False,True,El Pedregal,domestico,2020-05-07,True,False,2024-12-01,2024,12,53.0
T06E1B5C91E,2024-12,2024-12-24,2025-01-13,2024-12-30,True,13.4,192.1,19.21,23.05,234.36,True,domestico,0.0,2024-12-21,640.0,653.4,True,False,13.4,False,False,Los Encinos,domestico,2023-12-28,True,True,2024-12-01,2024,12,-14.0
TBD7AFAA9AB,2024-12,2024-12-22,2025-01-11,2025-01-07,True,24.8,323.2,32.32,38.78,394.3,True,domestico,0.0,2024-12-20,1181.6,1206.4,True,False,24.8,False,False,Sin privada,domestico,2022-01-28,True,True,2024-12-01,2024,12,-4.0
T3A8AE15DE9,2024-12,2024-12-29,2025-01-18,2024-12-29,True,8.7,138.05,13.81,16.57,168.42,False,domestico,0.0,2024-12-25,1015.7,1024.4,True,False,8.7,False,False,Sin privada,domestico,2024-02-17,True,True,2024-12-01,2024,12,-20.0
T90FCBE8560,2024-12,2024-12-29,2025-01-18,2025-01-18,True,0.0,38.0,3.8,4.56,46.36,False,domestico,0.0,2024-12-25,1269.7,1269.7,False,False,0.0,False,False,Sin privada,domestico,2024-02-07,True,True,2024-12-01,2024,12,0.0
T6B76BCDCC8,2024-12,2024-12-26,2025-01-15,2025-01-09,True,56.1,1160.9,116.09,0.0,1276.99,False,comercial,0.0,2024-12-23,1576.4,1632.5,True,False,56.1,False,False,Los Fresnos,comercial,2023-08-01,True,False,2024-12-01,2024,12,-6.0
T6B61D786E8,2024-12,2024-12-24,2025-01-13,2024-12-28,True,11.7,172.55,17.25,20.71,210.51,False,domestico,0.0,2024-12-22,1043.8,1055.5,True,False,11.7,False,False,El Pedregal,domestico,2019-01-09,True,True,2024-12-01,2024,12,-16.0
TD8B8E83F9D,2024-12,2024-12-26,2025-01-15,2024-12-30,True,17.3,236.95,23.7,28.43,289.08,False,domestico,0.0,2024-12-24,1320.3,1337.6,True,False,17.3,False,False,El Pedregal,domestico,2021-01-27,True,True,2024-12-01,2024,12,-16.0
T353F39960E,2024-12,2024-12-27,2025-01-16,2025-01-01,True,6.7,115.05,11.51,13.81,140.36,False,domestico,0.0,2024-12-23,431.5,438.2,True,False,6.7,False,False,Sin privada,domestico,2021-01-10,True,True,2024-12-01,2024,12,-15.0
TC44518846F,2024-12,2024-12-26,2025-01-15,2025-01-08,True,0.0,38.0,0.0,4.56,42.56,False,domestico,0.0,2024-12-22,341.4,341.4,False,False,0.0,False,False,Sin privada,domestico,2020-09-20,False,True,2024-12-01,2024,12,-7.0
T3DBD424B8F,2024-12,2024-12-26,2025-01-15,2025-02-08,True,15.7,218.55,21.86,26.23,266.63,False,domestico,1.0,2024-12-22,571.9,587.6,True,False,15.7,False,False,Sin privada,domestico,2021-01-17,True,True,2024-12-01,2024,12,24.0
TB8E4E6CA4C,2024-12,2024-12-27,2025-01-16,2025-01-31,True,51.2,1067.8,106.78,128.14,1302.72,False,comercial,1.0,2024-12-23,698.4,749.6,True,False,51.2,False,False,El Pedregal,comercial,2022-11-07,True,True,2024-12-01,2024,12,15.0
T54630B6404,2024-12,2024-12-23,2025-01-12,2025-01-02,True,23.6,309.4,30.94,37.13,377.47,False,domestico,0.0,2024-12-21,291.5,315.1,True,False,23.6,False,False,Sin privada,domestico,2021-11-01,True,True,2024-12-01,2024,12,-10.0
T71623730B1,2024-12,2024-12-28,2025-01-17,2025-03-27,True,11.1,165.65,16.56,19.88,202.09,False,domestico,1.0,2024-12-25,1052.1,1063.2,True,False,11.1,False,False,Sin privada,domestico,2021-03-03,True,True,2024-12-01,2024,12,69.0
T7436A106AE,2024-12,2024-12-29,2025-01-18,2025-01-03,True,10.9,163.35,16.34,19.6,199.29,False,domestico,0.0,2024-12-25,427.4,438.3,True,False,10.9,False,False,San Miguel,domestico,2019-12-21,True,True,2024-12-01,2024,12,-15.0
T6191B8FD69,2024-12,2024-12-24,2025-01-13,2024-12-24,True,29.9,381.85,38.18,45.82,465.86,False,domestico,0.0,2024-12-20,1121.5,1151.4,True,False,29.9,False,True,El Pedregal,domestico,2023-03-22,True,True,2024-12-01,2024,12,-20.0
TBA7727A83B,2024-12,2024-12-29,2025-01-18,2025-01-02,True,11.2,166.8,16.68,20.02,203.5,True,domestico,0.0,2024-12-24,463.0,474.2,True,False,11.2,False,False,Sin privada,domestico,2020-03-22,True,True,2024-12-01,2024,12,-16.0
T66B24DDB8C,2024-12,2024-12-26,2025-01-15,2025-02-02,True,16.2,224.3,22.43,26.92,273.65,False,domestico,1.0,2024-12-23,1593.3,1609.5,True,False,16.2,False,False,Villa Serena,domestico,2023-10-25,True,True,2024-12-01,2024,12,18.0
T0EAA0EDBAF,2024-12,2024-12-26,2025-01-15,2025-01-04,True,36.2,454.3,45.43,0.0,499.73,False,domestico,0.0,2024-12-23,726.3,762.5,True,False,36.2,False,False,Los Fresnos,domestico,2024-03-11,True,False,2024-12-01,2024,12,-11.0
TDCBC842E3A,2024-12,2024-12-23,2025-01-12,2025-01-10,True,26.4,341.6,34.16,40.99,416.75,False,domestico,0.0,2024-12-21,445.5,471.9,True,False,26.4,False,False,San Miguel,domestico,2023-08-04,True,True,2024-12-01,2024,12,-2.0
T305BACE840,2024-12,2024-12-30,2025-01-19,2025-01-31,True,15.9,220.85,22.09,26.5,269.44,True,domestico,1.0,2024-12-25,731.7,747.6,True,False,15.9,False,False,Los Encinos,domestico,2022-09-12,True,True,2024-12-01,2024,12,12.0
TAD0E244201,2024-12,2024-12-26,2025-01-15,2025-01-15,True,18.4,249.6,24.96,0.0,274.56,True,domestico,0.0,2024-12-23,1074.7,1093.1,True,False,18.4,False,False,Sin privada,domestico,2023-08-17,True,False,2024-12-01,2024,12,0.0
T824A68B378,2024-12,2024-12-26,2025-01-15,2024-12-29,True,4.4,178.6,17.86,21.43,217.89,False,comercial,0.0,2024-12-24,1258.8,1263.2,True,False,4.4,False,False,Sin privada,comercial,2020-06-07,True,True,2024-12-01,2024,12,-17.0
T9F72B39B89,2024-12,2024-12-24,2025-01-13,2024-12-24,True,10.6,159.9,0.0,19.19,179.09,False,domestico,0.0,2024-12-22,651.2,661.8,True,False,10.6,False,False,Sin privada,domestico,2022-01-18,False,True,2024-12-01,2024,12,-20.0
T0380D1AD85,2024-12,2024-12-26,2025-01-15,2025-01-02,True,17.0,233.5,23.35,28.02,284.87,True,domestico,0.0,2024-12-24,1006.5,1023.5,True,False,17.0,False,False,Sin privada,domestico,2022-07-27,True,True,2024-12-01,2024,12,-13.0
TD58AFBB420,2024-12,2024-12-27,2025-01-16,2025-01-10,True,46.0,760.0,76.0,91.2,927.2,False,publico,0.0,2024-12-25,1754.5,1800.5,True,False,46.0,False,False,Santa Teresa,publico,2021-03-17,True,True,2024-12-01,2024,12,-6.0
TB1A6FA6009,2024-12,2024-12-28,2025-01-17,2025-02-07,True,0.0,38.0,3.8,4.56,46.36,False,domestico,1.0,2024-12-23,350.5,350.5,False,False,0.0,False,False,La Cañada,domestico,2021-08-10,True,True,2024-12-01,2024,12,21.0
TB95EB354D9,2024-12,2024-12-25,2025-01-14,2024-12-25,True,21.0,279.5,27.95,33.54,340.99,False,domestico,0.0,2024-12-22,990.5,1011.5,True,False,21.0,False,False,Sin privada,domestico,2019-04-09,True,True,2024-12-01,2024,12,-20.0
T6EBEC2B9E3,2024-12,2024-12-26,2025-01-15,2025-01-05,True,0.0,38.0,3.8,4.56,46.36,True,domestico,0.0,2024-12-23,545.5,545.5,False,False,0.0,False,False,El Mirador,domestico,2020-05-09,True,True,2024-12-01,2024,12,-10.0
TCBAFB86C54,2024-12,2024-12-26,2025-01-15,2025-01-18,True,0.0,38.0,3.8,0.0,41.8,False,domestico,1.0,2024-12-22,1534.2,1534.2,False,False,0.0,False,False,Los Fresnos,domestico,2020-05-25,True,False,2024-12-01,2024,12,3.0
