periodo,tipo_tarifa,consumo_m3,importe_agua
2026-T3,comercial,16,1126.54
2026-T3,comercial,17,1192.11
2026-T3,comercial,18,1253.37
2026-T3,comercial,19,1315.67
2026-T3,comercial,20,1379.0
2026-T3,comercial,21,1447.48
2026-T3,comercial,22,1519.95
2026-T3,comercial,23,1594.11
2026-T3,comercial,24,1669.93
2026-T3,comercial,25,1754.03
2026-T3,comercial,26,1833.49
2026-T3,comercial,27,1914.61
2026-T3,comercial,28,1997.42
2026-T3,comercial,29,2087.79
2026-T3,comercial,30,2174.19
2026-T3,comercial,31,2284.45
2026-T3,comercial,32,2375.09
2026-T3,comercial,33,2474.37
2026-T3,comercial,34,2568.67
2026-T3,comercial,35,2664.68
2026-T3,comercial,36,2762.37
2026-T3,comercial,37,2872.48
2026-T3,comercial,38,2973.97
2026-T3,comercial,39,3077.16
2026-T3,comercial,40,3182.05
2026-T3,comercial,41,3297.86
2026-T3,comercial,42,3424.44
2026-T3,comercial,43,3553.6
2026-T3,comercial,44,3685.33
2026-T3,comercial,45,3830.28
2026-T3,comercial,46,3967.52
2026-T3,comercial,47,4107.34
2026-T3,comercial,48,4249.74
2026-T3,comercial,49,4411.01
2026-T3,comercial,50,4559.11
2026-T3,comercial,51,4755.52
2026-T3,comercial,52,4910.27
2026-T3,comercial,53,5081.67
2026-T3,comercial,54,5242.09
2026-T3,comercial,55,5405.12
2026-T3,comercial,56,5570.77
2026-T3,comercial,57,5754.9
2026-T3,comercial,58,5926.26
2026-T3,comercial,59,6100.24
2026-T3,domestico_alto,0,286.06
2026-T3,domestico_alto,1,302.88
2026-T3,domestico_alto,2,320.25
2026-T3,domestico_alto,3,338.21
2026-T3,domestico_alto,4,356.78
2026-T3,domestico_alto,5,376.0
2026-T3,domestico_alto,6,395.87
2026-T3,domestico_alto,7,417.67
2026-T3,domestico_alto,8,439.91
2026-T3,domestico_alto,9,481.64
2026-T3,domestico_alto,10,506.8
2026-T3,domestico_alto,11,531.25
2026-T3,domestico_alto,12,556.44
2026-T3,domestico_alto,13,588.0
2026-T3,domestico_alto,14,614.96
2026-T3,domestico_alto,15,642.78
2026-T3,domestico_alto,16,669.63
2026-T3,domestico_alto,17,700.41
2026-T3,domestico_alto,18,728.62
2026-T3,domestico_alto,19,757.44
2026-T3,domestico_alto,20,786.93
2026-T3,domestico_alto,21,819.41
2026-T3,domestico_alto,22,850.31
2026-T3,domestico_alto,23,882.13
2026-T3,domestico_alto,24,938.22
2026-T3,domestico_alto,25,1000.66
2026-T3,domestico_alto,26,1062.13
2026-T3,domestico_alto,27,1126.2
2026-T3,domestico_alto,28,1192.85
2026-T3,domestico_alto,29,1265.66
2026-T3,domestico_alto,30,1337.69
2026-T3,domestico_alto,31,1412.31
2026-T3,domestico_alto,32,1486.05
2026-T3,domestico_alto,33,1555.86
2026-T3,domestico_alto,34,1624.32
2026-T3,domestico_alto,35,1695.72
2026-T3,domestico_alto,36,1770.13
2026-T3,domestico_alto,37,1854.61
2026-T3,domestico_alto,38,1935.7
2026-T3,domestico_alto,39,2020.13
2026-T3,domestico_alto,40,2107.99
2026-T3,domestico_alto,41,2203.75
2026-T3,domestico_alto,42,2272.9
2026-T3,domestico_alto,43,2343.15
2026-T3,domestico_alto,44,2414.47
2026-T3,domestico_alto,45,2493.83
2026-T3,domestico_alto,46,2567.53
2026-T3,domestico_alto,47,2642.33
2026-T3,domestico_alto,48,2718.23
2026-T3,domestico_alto,49,2805.6
2026-T3,domestico_alto,50,2883.98
2026-T3,domestico_alto,51,3214.3
2026-T3,domestico_alto,52,3299.79
2026-T3,domestico_alto,53,3395.77
2026-T3,domestico_alto,54,3483.7
2026-T3,domestico_alto,55,3548.52
2026-T3,domestico_alto,56,3619.72
2026-T3,domestico_alto,57,3701.57
2026-T3,domestico_alto,58,3773.84
2026-T3,domestico_alto,59,3846.57
2026-T3,domestico_apoyo,0,50.71
2026-T3,domestico_apoyo,1,61.57
2026-T3,domestico_apoyo,2,72.62
2026-T3,domestico_apoyo,3,83.88
2026-T3,domestico_apoyo,4,95.34
2026-T3,domestico_apoyo,5,107.0
2026-T3,domestico_apoyo,6,118.87
2026-T3,domestico_apoyo,7,130.94
2026-T3,domestico_apoyo,8,143.21
2026-T3,domestico_apoyo,9,161.91
2026-T3,domestico_apoyo,10,175.1
2026-T3,domestico_apoyo,11,188.5
2026-T3,domestico_apoyo,12,202.1
2026-T3,domestico_apoyo,13,218.0
2026-T3,domestico_apoyo,14,232.16
2026-T3,domestico_apoyo,15,246.54
2026-T3,domestico_apoyo,16,261.13
2026-T3,domestico_apoyo,17,277.25
2026-T3,domestico_apoyo,18,292.34
2026-T3,domestico_apoyo,19,307.63
2026-T3,domestico_apoyo,20,323.15
2026-T3,domestico_apoyo,21,369.15
2026-T3,domestico_apoyo,22,393.6
2026-T3,domestico_apoyo,23,418.93
2026-T3,domestico_apoyo,24,445.11
2026-T3,domestico_apoyo,25,473.95
2026-T3,domestico_apoyo,26,501.95
2026-T3,domestico_apoyo,27,530.82
2026-T3,domestico_apoyo,28,560.55
2026-T3,domestico_apoyo,29,592.8
2026-T3,domestico_apoyo,30,624.35
2026-T3,domestico_apoyo,31,656.75
2026-T3,domestico_apoyo,32,683.11
2026-T3,domestico_apoyo,33,711.9
2026-T3,domestico_apoyo,34,739.2
2026-T3,domestico_apoyo,35,766.92
2026-T3,domestico_apoyo,36,795.09
2026-T3,domestico_apoyo,37,826.77
2026-T3,domestico_apoyo,38,855.91
2026-T3,domestico_apoyo,39,885.49
2026-T3,domestico_apoyo,40,915.49
2026-T3,domestico_apoyo,41,948.59
2026-T3,domestico_apoyo,42,979.55
2026-T3,domestico_apoyo,43,1010.95
2026-T3,domestico_apoyo,44,1042.79
2026-T3,domestico_apoyo,45,1078.06
2026-T3,domestico_apoyo,46,1110.87
2026-T3,domestico_apoyo,47,1144.11
2026-T3,domestico_apoyo,48,1177.78
2026-T3,domestico_apoyo,49,1216.39
2026-T3,domestico_apoyo,50,1251.07
2026-T3,domestico_apoyo,51,1286.18
2026-T3,domestico_apoyo,52,1321.75
2026-T3,domestico_apoyo,53,1361.51
2026-T3,domestico_apoyo,54,1398.05
2026-T3,domestico_apoyo,55,1435.02
2026-T3,domestico_apoyo,56,1472.43
2026-T3,domestico_apoyo,57,1514.46
2026-T3,domestico_apoyo,58,1591.27
2026-T3,domestico_apoyo,59,1650.31
2026-T3,domestico_economico,0,68.56
2026-T3,domestico_economico,1,85.37
2026-T3,domestico_economico,2,102.75
2026-T3,domestico_economico,3,120.71
2026-T3,domestico_economico,4,139.28
2026-T3,domestico_economico,5,158.49
2026-T3,domestico_economico,6,178.36
2026-T3,domestico_economico,7,200.17
2026-T3,domestico_economico,8,222.41
2026-T3,domestico_economico,9,255.43
2026-T3,domestico_economico,10,280.59
2026-T3,domestico_economico,11,305.05
2026-T3,domestico_economico,12,330.24
2026-T3,domestico_economico,13,359.62
2026-T3,domestico_economico,14,386.59
2026-T3,domestico_economico,15,414.4
2026-T3,domestico_economico,16,441.26
2026-T3,domestico_economico,17,470.94
2026-T3,domestico_economico,18,499.15
2026-T3,domestico_economico,19,527.98
2026-T3,domestico_economico,20,557.47
2026-T3,domestico_economico,21,589.29
2026-T3,domestico_economico,22,620.2
2026-T3,domestico_economico,23,652.0
2026-T3,domestico_economico,24,708.1
2026-T3,domestico_economico,25,769.68
2026-T3,domestico_economico,26,831.14
2026-T3,domestico_economico,27,895.2
2026-T3,domestico_economico,28,961.86
2026-T3,domestico_economico,29,1034.01
2026-T3,domestico_economico,30,1106.04
2026-T3,domestico_economico,31,1180.66
2026-T3,domestico_economico,32,1254.42
2026-T3,domestico_economico,33,1323.58
2026-T3,domestico_economico,34,1392.04
2026-T3,domestico_economico,35,1463.42
2026-T3,domestico_economico,36,1537.83
2026-T3,domestico_economico,37,1621.44
2026-T3,domestico_economico,38,1702.53
2026-T3,domestico_economico,39,1786.98
2026-T3,domestico_economico,40,1874.83
2026-T3,domestico_economico,41,1969.94
2026-T3,domestico_economico,42,2039.09
2026-T3,domestico_economico,43,2109.32
2026-T3,domestico_economico,44,2180.66
2026-T3,domestico_economico,45,2259.37
2026-T3,domestico_economico,46,2333.05
2026-T3,domestico_economico,47,2407.87
2026-T3,domestico_economico,48,2483.77
2026-T3,domestico_economico,49,2570.26
2026-T3,domestico_economico,50,2648.65
2026-T3,domestico_economico,51,2978.97
2026-T3,domestico_economico,52,3064.46
2026-T3,domestico_economico,53,3159.78
2026-T3,domestico_economico,54,3247.71
2026-T3,domestico_economico,55,3312.53
2026-T3,domestico_economico,56,3383.73
2026-T3,domestico_economico,57,3464.92
2026-T3,domestico_economico,58,3537.2
2026-T3,domestico_economico,59,3609.93
2026-T3,domestico_medio,0,228.08
2026-T3,domestico_medio,1,244.89
2026-T3,domestico_medio,2,262.27
2026-T3,domestico_medio,3,280.22
2026-T3,domestico_medio,4,298.8
2026-T3,domestico_medio,5,318.01
2026-T3,domestico_medio,6,337.88
2026-T3,domestico_medio,7,359.68
2026-T3,domestico_medio,8,381.93
2026-T3,domestico_medio,9,421.33
2026-T3,domestico_medio,10,446.49
2026-T3,domestico_medio,11,470.95
2026-T3,domestico_medio,12,496.14
2026-T3,domestico_medio,13,527.11
2026-T3,domestico_medio,14,554.08
2026-T3,domestico_medio,15,581.89
2026-T3,domestico_medio,16,608.75
2026-T3,domestico_medio,17,639.23
2026-T3,domestico_medio,18,667.44
2026-T3,domestico_medio,19,696.27
2026-T3,domestico_medio,20,725.76
2026-T3,domestico_medio,21,758.06
2026-T3,domestico_medio,22,788.97
2026-T3,domestico_medio,23,820.77
2026-T3,domestico_medio,24,876.87
2026-T3,domestico_medio,25,939.09
2026-T3,domestico_medio,26,1000.54
2026-T3,domestico_medio,27,1064.62
2026-T3,domestico_medio,28,1131.27
2026-T3,domestico_medio,29,1203.91
2026-T3,domestico_medio,30,1275.92
2026-T3,domestico_medio,31,1350.54
2026-T3,domestico_medio,32,1424.3
2026-T3,domestico_medio,33,1493.94
2026-T3,domestico_medio,34,1562.4
2026-T3,domestico_medio,35,1633.78
2026-T3,domestico_medio,36,1708.2
2026-T3,domestico_medio,37,1792.44
2026-T3,domestico_medio,38,1873.53
2026-T3,domestico_medio,39,1957.98
2026-T3,domestico_medio,40,2045.83
2026-T3,domestico_medio,41,2141.42
2026-T3,domestico_medio,42,2210.57
2026-T3,domestico_medio,43,2280.8
2026-T3,domestico_medio,44,2352.14
2026-T3,domestico_medio,45,2431.32
2026-T3,domestico_medio,46,2505.01
2026-T3,domestico_medio,47,2579.82
2026-T3,domestico_medio,48,2655.73
2026-T3,domestico_medio,49,2742.86
2026-T3,domestico_medio,50,2821.24
2026-T3,domestico_medio,51,3151.57
2026-T3,domestico_medio,52,3237.06
2026-T3,domestico_medio,53,3332.86
2026-T3,domestico_medio,54,3420.78
2026-T3,domestico_medio,55,3485.61
2026-T3,domestico_medio,56,3556.81
2026-T3,domestico_medio,57,3638.48
2026-T3,domestico_medio,58,3710.76
2026-T3,domestico_medio,59,3783.48
2026-T3,domestico_rural,0,41.58
2026-T3,domestico_rural,1,51.0
2026-T3,domestico_rural,2,60.48
2026-T3,domestico_rural,3,70.03
2026-T3,domestico_rural,4,79.63
2026-T3,domestico_rural,5,89.29
2026-T3,domestico_rural,6,99.01
2026-T3,domestico_rural,7,109.33
2026-T3,domestico_rural,8,120.41
2026-T3,domestico_rural,9,137.02
2026-T3,domestico_rural,10,149.08
2026-T3,domestico_rural,11,160.63
2026-T3,domestico_rural,12,172.63
2026-T3,domestico_rural,13,186.67
2026-T3,domestico_rural,14,199.27
2026-T3,domestico_rural,15,212.15
2026-T3,domestico_rural,16,225.28
2026-T3,domestico_rural,17,239.78
2026-T3,domestico_rural,18,253.49
2026-T3,domestico_rural,19,267.45
2026-T3,domestico_rural,20,281.67
2026-T3,domestico_rural,21,296.98
2026-T3,domestico_rural,22,311.53
2026-T3,domestico_rural,23,326.29
2026-T3,domestico_rural,24,341.3
2026-T3,domestico_rural,25,357.89
2026-T3,domestico_rural,26,373.41
2026-T3,domestico_rural,27,389.17
2026-T3,domestico_rural,28,405.19
2026-T3,domestico_rural,29,422.6
2026-T3,domestico_rural,30,439.12
2026-T3,domestico_rural,31,455.88
2026-T3,domestico_rural,32,472.87
2026-T3,domestico_rural,33,491.47
2026-T3,domestico_rural,34,508.99
2026-T3,domestico_rural,35,526.72
2026-T3,domestico_rural,36,544.71
2026-T3,domestico_rural,37,565.04
2026-T3,domestico_rural,38,592.58
2026-T3,domestico_rural,39,620.81
2026-T3,domestico_rural,40,649.78
2026-T3,domestico_rural,41,681.36
2026-T3,domestico_rural,42,706.83
2026-T3,domestico_rural,43,732.77
2026-T3,domestico_rural,44,759.21
2026-T3,domestico_rural,45,788.29
2026-T3,domestico_rural,46,815.75
2026-T3,domestico_rural,47,843.67
2026-T3,domestico_rural,48,872.09
2026-T3,domestico_rural,49,904.31
2026-T3,domestico_rural,50,933.78
2026-T3,domestico_rural,51,963.72
2026-T3,domestico_rural,52,1043.95
2026-T3,domestico_rural,53,1129.68
2026-T3,domestico_rural,54,1214.93
2026-T3,domestico_rural,55,1302.57
2026-T3,domestico_rural,56,1392.62
2026-T3,domestico_rural,57,1489.18
2026-T3,domestico_rural,58,1584.27
2026-T3,domestico_rural,59,1681.8
2026-T3,industrial,0,390.36
2026-T3,industrial,1,440.91
2026-T3,industrial,2,493.03
2026-T3,industrial,3,546.74
2026-T3,industrial,4,602.02
2026-T3,industrial,5,658.88
2026-T3,industrial,6,717.31
2026-T3,industrial,7,775.25
2026-T3,industrial,8,834.18
2026-T3,industrial,9,929.86
2026-T3,industrial,10,993.19
2026-T3,industrial,11,1057.56
2026-T3,industrial,12,1122.95
2026-T3,industrial,13,1200.79
2026-T3,industrial,14,1268.87
2026-T3,industrial,15,1347.09
2026-T3,industrial,16,1417.93
2026-T3,industrial,17,1496.92
2026-T3,industrial,18,1570.19
2026-T3,industrial,19,1644.52
2026-T3,industrial,20,1719.91
2026-T3,industrial,21,1801.45
2026-T3,industrial,22,1883.79
2026-T3,industrial,23,1967.59
2026-T3,industrial,24,2052.88
2026-T3,industrial,25,2147.73
2026-T3,industrial,26,2236.29
2026-T3,industrial,27,2326.33
2026-T3,industrial,28,2417.86
2026-T3,industrial,29,2517.97
2026-T3,industrial,30,2612.72
2026-T3,industrial,31,2679.55
2026-T3,industrial,32,2783.78
2026-T3,industrial,33,2898.1
2026-T3,industrial,34,3006.56
2026-T3,industrial,35,3116.95
2026-T3,industrial,36,3229.3
2026-T3,industrial,37,3356.12
2026-T3,industrial,38,3472.85
2026-T3,industrial,39,3591.51
2026-T3,industrial,40,3712.13
2026-T3,industrial,41,3845.44
2026-T3,industrial,42,3991.04
2026-T3,industrial,43,4139.57
2026-T3,industrial,44,4291.04
2026-T3,industrial,45,4457.89
2026-T3,industrial,46,4615.73
2026-T3,industrial,47,4776.52
2026-T3,industrial,48,4940.27
2026-T3,industrial,49,5125.92
2026-T3,industrial,50,5296.25
2026-T3,industrial,51,5518.53
2026-T3,industrial,52,5696.49
2026-T3,industrial,53,5893.74
2026-T3,industrial,54,6078.23
2026-T3,industrial,55,6265.72
2026-T3,industrial,56,6456.21
2026-T3,industrial,57,6668.1
2026-T3,industrial,58,6865.17
2026-T3,industrial,59,7065.23
2026-T3,pecuaria,0,74.66
2026-T3,pecuaria,1,90.64
2026-T3,pecuaria,2,106.91
2026-T3,pecuaria,3,123.49
2026-T3,pecuaria,4,140.36
2026-T3,pecuaria,5,157.52
2026-T3,pecuaria,6,175.0
2026-T3,pecuaria,7,192.76
2026-T3,pecuaria,8,210.83
2026-T3,pecuaria,9,238.37
2026-T3,pecuaria,10,257.77
2026-T3,pecuaria,11,277.5
2026-T3,pecuaria,12,297.53
2026-T3,pecuaria,13,320.93
2026-T3,pecuaria,14,341.78
2026-T3,pecuaria,15,362.94
2026-T3,pecuaria,16,384.41
2026-T3,pecuaria,17,408.15
2026-T3,pecuaria,18,430.37
2026-T3,pecuaria,19,452.9
2026-T3,pecuaria,20,475.74
2026-T3,pecuaria,21,543.44
2026-T3,pecuaria,22,579.45
2026-T3,pecuaria,23,616.71
2026-T3,pecuaria,24,655.27
2026-T3,pecuaria,25,697.7
2026-T3,pecuaria,26,738.94
2026-T3,pecuaria,27,781.42
2026-T3,pecuaria,28,825.19
2026-T3,pecuaria,29,872.71
2026-T3,pecuaria,30,919.13
2026-T3,pecuaria,31,966.84
2026-T3,pecuaria,32,1005.64
2026-T3,pecuaria,33,1048.01
2026-T3,pecuaria,34,1088.19
2026-T3,pecuaria,35,1129.01
2026-T3,pecuaria,36,1170.47
2026-T3,pecuaria,37,1217.12
2026-T3,pecuaria,38,1260.02
2026-T3,pecuaria,39,1303.55
2026-T3,pecuaria,40,1347.74
2026-T3,pecuaria,41,1396.46
2026-T3,pecuaria,42,1442.03
2026-T3,pecuaria,43,1488.27
2026-T3,pecuaria,44,1535.14
2026-T3,pecuaria,45,1587.05
2026-T3,pecuaria,46,1635.35
2026-T3,pecuaria,47,1684.27
2026-T3,pecuaria,48,1733.84
2026-T3,pecuaria,49,1790.7
2026-T3,pecuaria,50,1841.73
2026-T3,pecuaria,51,1893.44
2026-T3,pecuaria,52,1945.79
2026-T3,pecuaria,53,2004.33
2026-T3,pecuaria,54,2058.11
2026-T3,pecuaria,55,2112.53
2026-T3,pecuaria,56,2167.61
2026-T3,pecuaria,57,2229.49
2026-T3,pecuaria,58,2342.56
2026-T3,pecuaria,59,2429.47
2026-T3,publico_concesionado,0,276.73
2026-T3,publico_concesionado,1,301.41
2026-T3,publico_concesionado,2,327.69
2026-T3,publico_concesionado,3,355.56
2026-T3,publico_concesionado,4,385.03
2026-T3,publico_concesionado,5,416.08
2026-T3,publico_concesionado,6,448.73
2026-T3,publico_concesionado,7,482.98
2026-T3,publico_concesionado,8,518.81
2026-T3,publico_concesionado,9,578.48
2026-T3,publico_concesionado,10,619.06
2026-T3,publico_concesionado,11,661.31
2026-T3,publico_concesionado,12,698.99
2026-T3,publico_concesionado,13,744.39
2026-T3,publico_concesionado,14,783.68
2026-T3,publico_concesionado,15,823.6
2026-T3,publico_concesionado,16,864.17
2026-T3,publico_concesionado,17,909.65
2026-T3,publico_concesionado,18,951.66
2026-T3,publico_concesionado,19,994.29
2026-T3,publico_concesionado,20,1037.57
2026-T3,publico_concesionado,21,1084.54
2026-T3,publico_concesionado,22,1129.18
2026-T3,publico_concesionado,23,1174.48
2026-T3,publico_concesionado,24,1227.97
2026-T3,publico_concesionado,25,1287.58
2026-T3,publico_concesionado,26,1343.83
2026-T3,publico_concesionado,27,1407.04
2026-T3,publico_concesionado,28,1471.95
2026-T3,publico_concesionado,29,1542.89
2026-T3,publico_concesionado,30,1611.37
2026-T3,publico_concesionado,31,1681.56
2026-T3,publico_concesionado,32,1746.65
2026-T3,publico_concesionado,33,1818.12
2026-T3,publico_concesionado,34,1885.95
2026-T3,publico_concesionado,35,1955.05
2026-T3,publico_concesionado,36,2025.42
2026-T3,publico_concesionado,37,2104.94
2026-T3,publico_concesionado,38,2178.13
2026-T3,publico_concesionado,39,2252.61
2026-T3,publico_concesionado,40,2328.38
2026-T3,publico_concesionado,41,2412.15
2026-T3,publico_concesionado,42,2486.21
2026-T3,publico_concesionado,43,2561.32
2026-T3,publico_concesionado,44,2637.52
2026-T3,publico_concesionado,45,2722.35
2026-T3,publico_concesionado,46,2800.9
2026-T3,publico_concesionado,47,2880.51
2026-T3,publico_concesionado,48,2961.21
2026-T3,publico_concesionado,49,3054.27
2026-T3,publico_concesionado,50,3137.41
2026-T3,publico_concesionado,51,3221.64
2026-T3,publico_concesionado,52,3306.94
2026-T3,publico_concesionado,53,3402.73
2026-T3,publico_concesionado,54,3490.43
2026-T3,publico_concesionado,55,3579.2
2026-T3,publico_concesionado,56,3669.07
2026-T3,publico_concesionado,57,3770.4
2026-T3,publico_concesionado,58,3862.67
2026-T3,publico_concesionado,59,3956.02
2026-T3,publico_oficial,0,209.04
2026-T3,publico_oficial,1,232.13
2026-T3,publico_oficial,2,255.62
2026-T3,publico_oficial,3,279.51
2026-T3,publico_oficial,4,303.8
2026-T3,publico_oficial,5,328.49
2026-T3,publico_oficial,6,353.57
2026-T3,publico_oficial,7,379.75
2026-T3,publico_oficial,8,406.53
2026-T3,publico_oficial,9,451.26
2026-T3,publico_oficial,10,480.35
2026-T3,publico_oficial,11,510.06
2026-T3,publico_oficial,12,541.63
2026-T3,publico_oficial,13,579.55
2026-T3,publico_oficial,14,613.11
2026-T3,publico_oficial,15,647.49
2026-T3,publico_oficial,16,682.71
2026-T3,publico_oficial,17,722.2
2026-T3,publico_oficial,18,759.26
2026-T3,publico_oficial,19,797.18
2026-T3,publico_oficial,20,835.93
2026-T3,publico_oficial,21,878.01
2026-T3,publico_oficial,22,932.46
2026-T3,publico_oficial,23,989.01
2026-T3,publico_oficial,24,1047.67
2026-T3,publico_oficial,25,1112.63
2026-T3,publico_oficial,26,1175.74
2026-T3,publico_oficial,27,1240.96
2026-T3,publico_oficial,28,1308.31
2026-T3,publico_oficial,29,1381.66
2026-T3,publico_oficial,30,1453.43
2026-T3,publico_oficial,31,1527.31
2026-T3,publico_oficial,32,1603.32
2026-T3,publico_oficial,33,1686.19
2026-T3,publico_oficial,34,1766.67
2026-T3,publico_oficial,35,1849.27
2026-T3,publico_oficial,36,1933.99
2026-T3,publico_oficial,37,2000.78
2026-T3,publico_oficial,38,2081.24
2026-T3,publico_oficial,39,2163.41
2026-T3,publico_oficial,40,2247.28
2026-T3,publico_oficial,41,2339.4
2026-T3,publico_oficial,42,2413.44
2026-T3,publico_oficial,43,2488.56
2026-T3,publico_oficial,44,2564.75
2026-T3,publico_oficial,45,2649.38
2026-T3,publico_oficial,46,2727.93
2026-T3,publico_oficial,47,2807.54
2026-T3,publico_oficial,48,2888.24
2026-T3,publico_oficial,49,2981.03
2026-T3,publico_oficial,50,3064.18
2026-T3,publico_oficial,51,3148.41
2026-T3,publico_oficial,52,3233.7
2026-T3,publico_oficial,53,3329.28
2026-T3,publico_oficial,54,3416.98
2026-T3,publico_oficial,55,3505.77
2026-T3,publico_oficial,56,3595.63
2026-T3,publico_oficial,57,3696.75
2026-T3,publico_oficial,58,3782.75
2026-T3,publico_oficial,59,3869.6
